transcript,gene_name,coords,entrezgene_id,hgnc_id,uniprot_id,description,type,rank,Frel,TID
p2@BUD31,BUD31,chr7:99006267..99006293;+,e:8896,h:29629,u:F8WCN7,BUD31 homolog,gene with protein product,664,0.5533,T178821
p5@PPP3CC,PPP3CC,chr8:22298767..22298789;+,e:5533,h:9316,,protein phosphatase 3 catalytic subunit gamma,gene with protein product,665,0.5528,T183216
p2@MTA2,MTA2,chr11:62369229..62369289;-,e:9219,h:7411,u:O94776,metastasis associated 1 family member 2,gene with protein product,666,0.5526,T015936
p1@KDSR,KDSR,chr18:61034416..61034448;-,e:2531,h:4021,u:B4DMX0,3-ketodihydrosphingosine reductase,gene with protein product,667,0.5494,T068317
p5@USP32,USP32,chr17:58469329..58469346;-,e:84669,h:19143,u:Q7Z5T3,ubiquitin specific peptidase 32,gene with protein product,668,0.5491,T061404
p2@GRN,GRN,chr17:42422637..42422655;+,e:2896,h:4601,u:Q9H8S1,granulin precursor,gene with protein product,669,0.5479,T059180
p1@NUP85,NUP85,chr17:73201760..73201840;+,e:79902,h:8734,u:B4DPW1;u:F5H0B4;u:B4DMQ3,nucleoporin 85,gene with protein product,670,0.5476,T063087
p1@HNRNPK,HNRNPK,chr9:86595113..86595141;-,e:3190,h:5044,u:Q5T6W2,heterogeneous nuclear ribonucleoprotein K,gene with protein product,671,0.5459,T194375
p1@DHX34,DHX34,chr19:47852555..47852584;+,e:9704,h:16719,,DExH-box helicase 34,gene with protein product,672,0.5445,T076126
p1@ZMYM6NB,TMEM35B,chr1:35450897..35450951;-,e:100506144,h:40021,u:Q8NCS4,transmembrane protein 35B,gene with protein product,673,0.5445,T093757
p1@RPP40,RPP40,chr6:5004241..5004288;-,e:10799,h:20992,u:O75818;u:F8WC38,ribonuclease P/MRP subunit p40,gene with protein product,674,0.5443,T166622
p5@NADK,NADK,chr1:1710244..1710261;-,e:65220,h:29831,u:O95544,NAD kinase,gene with protein product,675,0.5443,T085528
p2@RIN2,RIN2,chr20:19955957..19956029;+,e:54453,h:18750,u:Q8WYP3,Ras and Rab interactor 2,gene with protein product,676,0.5422,T098885
p1@WDHD1,WDHD1,chr14:55493763..55493824;-,e:11169,h:23170,u:O75717;u:C9JW18;u:F6W0U7;u:C9JYB3,WD repeat and HMG-box DNA binding protein 1,gene with protein product,677,0.5416,T038826
p2@ARL6IP4,ARL6IP4,chr12:123464771..123464849;+,e:51329,h:18076,u:F5GYV5,ADP ribosylation factor like GTPase 6 interacting protein 4,gene with protein product,678,0.5406,T022375
p4@ERO1L,ERO1A,chr14:53162264..53162282;-,e:30001,h:13280,u:G3V5B3;u:G3V503,endoplasmic reticulum oxidoreductase 1 alpha,gene with protein product,679,0.5397,T038675
p6@TAPBP,TAPBP,chr6:33281637..33281689;-,e:6892,h:11566,,TAP binding protein,gene with protein product,680,0.5383,T164754
p2@CHRNA5,CHRNA5,chr15:78857849..78857869;+,e:1138,h:1959,u:P30532;u:Q6EWN4,cholinergic receptor nicotinic alpha 5 subunit,gene with protein product,681,0.5366,T046860
p2@C12orf23,TMEM263,chr12:107349627..107349664;+,e:90488,h:28281,,transmembrane protein 263,gene with protein product,682,0.5359,T020570
p1@HMGB3,HMGB3,chrX:150151772..150151817;+,e:3149,h:5004,u:O15347;u:Q7Z684,high mobility group box 3,gene with protein product,683,0.5354,T198042
p1@GBAS,GBAS,chr7:56032270..56032301;+,e:2631,h:4179,u:O75323;u:C9IYJ3;u:F8WBI5,glioblastoma amplified sequence,gene with protein product,684,0.5354,T176450
p3@PFDN4,PFDN4,chr20:52824367..52824409;+,e:5203,h:8868,u:Q9NQP4,prefoldin subunit 4,gene with protein product,685,0.5349,T102535
p14@FNDC3A,FNDC3A,chr13:49549932..49549944;+,e:22862,h:20296,u:Q9Y2H6,fibronectin type III domain containing 3A,gene with protein product,686,0.5333,T033602
p2@LGALS3BP,LGALS3BP,chr17:76975968..76975979;-,e:3959,h:6564,u:B4DVE1,galectin 3 binding protein,gene with protein product,687,0.5321,T064217
p2@FKBPL,FKBPL,chr6:32097948..32097966;-,e:63943,h:13949,u:Q9UIM3,FK506 binding protein like,gene with protein product,688,0.5311,T164318
p5@C1R,C1R,chr12:7245152..7245169;-,,h:1246,u:F5H3A3,complement C1r,gene with protein product,689,0.5304,T028981
p1@ALDH3A2,ALDH3A2,chr17:19552057..19552099;+,e:224,h:403,u:P51648;u:Q6I9T3,aldehyde dehydrogenase 3 family member A2,gene with protein product,690,0.5301,T056183
p1@RBBP4,RBBP4,chr1:33116765..33116853;+,e:5928,h:9887,u:E9PIC4;u:E9PNS2;u:B4DRT0,RB binding protein 4; chromatin remodeling factor,gene with protein product,691,0.5291,T093535
p5@RPIA,RPIA,chr2:88991299..88991318;+,e:22934,h:10297,u:P49247,ribose 5-phosphate isomerase A,gene with protein product,692,0.5286,T126067
p1@POLA2,POLA2,chr11:65029421..65029459;+,e:23649,h:30073,u:B4DNB4;u:Q14181,DNA polymerase alpha 2; accessory subunit,gene with protein product,693,0.5286,T016750
p2@KPNA2,KPNA2,chr17:66031818..66031830;+,e:3838,h:6395,u:P52292;u:Q7Z726,karyopherin subunit alpha 2,gene with protein product,694,0.5284,T062124
p4@TSC22D1,TSC22D1,chr13:45011349..45011391;-,e:8848,h:16826,,TSC22 domain family member 1,gene with protein product,695,0.5269,T033211
p1@CCT8,CCT8,chr21:30445927..30446010;-,e:10694,h:1623,u:B4DQH4;u:P50990,chaperonin containing TCP1 subunit 8,gene with protein product,696,0.5258,T104383
p1@CREBL2,CREBL2,chr12:12764773..12764852;+,e:1389,h:2350,u:O60519,cAMP responsive element binding protein like 2,gene with protein product,697,0.5257,T022816
p4@TRAK1,TRAK1,chr3:42132810..42132863;+,e:22906,h:29947,u:B7Z3G5,trafficking kinesin protein 1,gene with protein product,698,0.5254,T134710
p3@C19orf66,C19orf66,chr19:10196781..10196817;+,e:55337,h:25649,u:Q9NUL5,chromosome 19 open reading frame 66,gene with protein product,699,0.5251,T069374
p1@NHP2,NHP2,chr5:177580855..177580927;-,e:55651,h:14377,u:D6RC52;u:D6RCB9,NHP2 ribonucleoprotein,gene with protein product,700,0.5249,T152840
p1@NOSIP,NOSIP,chr19:50083803..50083821;-,e:51070,h:17946,u:Q9Y314,nitric oxide synthase interacting protein,gene with protein product,701,0.5241,T076811
p1@ESPL1,ESPL1,chr12:53662073..53662105;+,e:9700,h:16856,u:Q14674,extra spindle pole bodies like 1; separase,gene with protein product,702,0.5227,T026456
p3@ACN9,SDHAF3,chr7:96747044..96747055;+,e:57001,h:21752,,succinate dehydrogenase complex assembly factor 3,gene with protein product,703,0.5222,T178665
p2@NENF,NENF,chr1:212606219..212606230;+,e:29937,h:30384,u:Q9UMX5,neudesin neurotrophic factor,gene with protein product,704,0.5219,T089398
p1@DNAJC9,DNAJC9,chr10:75006999..75007077;-,e:23234,h:19123,u:B2RMW6;u:Q8WXX5,DnaJ heat shock protein family (Hsp40) member C9,gene with protein product,705,0.5216,T006749
p2@C9orf95,NMRK1,chr9:77703115..77703160;-,e:54981,h:26057,u:Q9NWW6;u:B3KN26,nicotinamide riboside kinase 1,gene with protein product,706,0.5214,T194088
p1@NCK2,NCK2,chr2:106361333..106361380;+,e:8440,h:7665,u:O43639,NCK adaptor protein 2,gene with protein product,707,0.5204,T110726
p1@ZNF335,ZNF335,chr20:44600810..44600853;-,e:63925,h:15807,u:Q9H4Z2;u:Q8IW09,zinc finger protein 335,gene with protein product,708,0.5199,T101418
p2@PHYH,PHYH,chr10:13342097..13342116;-,e:5264,h:8940,u:O14832,phytanoyl-CoA 2-hydroxylase,gene with protein product,709,0.519,T002544
p3@SGOL1,SGO1,chr3:20227714..20227719;-,e:151648,h:25088,u:B5BUA4;u:Q5FBB7,shugoshin 1,gene with protein product,710,0.5182,T133710
p1@NPTN,NPTN,chr15:73925651..73925773;-,e:27020,h:17867,u:Q9Y639;u:F5GZD0;u:B2RAL7,neuroplastin,gene with protein product,711,0.5179,T046289
p2@UCK1,UCK1,chr9:134406565..134406608;-,e:83549,h:14859,u:Q5JT10;u:Q5JT09,uridine-cytidine kinase 1,gene with protein product,712,0.5177,T190576
p1@RAD51,RAD51,chr15:40987349..40987397;+,e:5888,h:9817,u:Q06609;u:Q6ZNA8;u:E9PJ30,RAD51 recombinase,gene with protein product,713,0.5174,T043456
p5@EHD3,EHD3,chr2:31456874..31456883;+,e:30845,h:3244,u:B4DFR5;u:Q9NZN3,EH domain containing 3,gene with protein product,714,0.5174,T122153
p1@TRIM39,TRIM39,chr6:30294186..30294251;+,e:56658,h:10065,u:A2AAZ5,tripartite motif containing 39,gene with protein product,715,0.5167,T163537
p1@TMEM87B,TMEM87B,chr2:112812863..112812949;+,e:84910,h:25913,u:Q96K49,transmembrane protein 87B,gene with protein product,716,0.5159,T111019
p2@HAGH,HAGH,chr16:1876544..1876624;-,e:3029,h:4805,u:Q16775,hydroxyacylglutathione hydrolase,gene with protein product,717,0.515,T049357
p2@UBE2I,UBE2I,chr16:1359138..1359193;+,e:7329,h:12485,u:P63279,ubiquitin conjugating enzyme E2 I,gene with protein product,718,0.5149,T048932
p2@TAF11,TAF11,chr6:34855744..34855763;-,e:6882,h:11544,u:B4DY18;u:Q15544,TATA-box binding protein associated factor 11,gene with protein product,719,0.5142,T165004
p3@RNH1,RNH1,chr11:504867..504925;-,e:6050,h:10074,u:E9PLZ3,ribonuclease/angiogenin inhibitor 1,gene with protein product,720,0.5135,T014852
p4@SLC30A1,SLC30A1,chr1:211752460..211752482;-,e:7779,h:11012,u:Q9Y6M5,solute carrier family 30 member 1,gene with protein product,721,0.5132,T089341
p2@ULK2,ULK2,chr17:19771156..19771192;-,e:9706,h:13480,u:Q8IYT8,unc-51 like autophagy activating kinase 2,gene with protein product,722,0.5115,T056212
p1@MT1E,MT1E,chr16:56659687..56659703;+,e:100505584;e:4493,h:7397,u:P04732,metallothionein 1E,gene with protein product,723,0.5102,T052332
p1@LMNB1,LMNB1,chr5:126112794..126112928;+,e:4001,h:6637,u:P20700;u:E9PBF6;u:B4DZT3,lamin B1,gene with protein product,724,0.51,T148286
p2@CRELD1,CRELD1,chr3:9975729..9975769;+,e:78987,h:14630,u:Q96HD1,cysteine rich with EGF like domains 1,gene with protein product,725,0.5092,T138182
p1@RGS20,RGS20,chr8:54793565..54793588;+,e:8601,h:14600,,regulator of G-protein signaling 20,gene with protein product,726,0.5085,T185247
p1@DPYSL2,DPYSL2,chr8:26435427..26435494;+,e:1808,h:3014,,dihydropyrimidinase like 2,gene with protein product,727,0.5065,T183713
p17@TBC1D4,TBC1D4,chr13:75900665..75900679;-,e:9882,h:19165,,TBC1 domain family member 4,gene with protein product,729,0.5045,T034242
p3@RBM18,RBM18,chr9:125027034..125027045;-,e:92400,h:28413,,RNA binding motif protein 18,gene with protein product,730,0.5042,T189297
p1@EIF4A3,EIF4A3,chr17:78120936..78120992;-,e:9775,h:18683,u:P38919,eukaryotic translation initiation factor 4A3,gene with protein product,731,0.5042,T064525
p3@KIF20A,KIF20A,chr5:137514767..137514774;+,e:10112,h:9787,u:B4DL79,kinesin family member 20A,gene with protein product,732,0.5027,T149240
p4@UBE2E2,UBE2E2,chr3:23244513..23244528;+,e:7325,h:12478,u:Q96LR5,ubiquitin conjugating enzyme E2 E2,gene with protein product,733,0.5025,T133793
p2@TMEM117,TMEM117,chr12:44229650..44229702;+,e:84216,h:25308,,transmembrane protein 117,gene with protein product,734,0.5022,T025057
p2@SNRPA,SNRPA,chr19:41257127..41257156;+,e:6626,h:11151,u:B4DDC7,small nuclear ribonucleoprotein polypeptide A,gene with protein product,735,0.5022,T074413
p1@C5orf24,C5orf24,chr5:134181625..134181713;+,e:134553,h:26746,u:Q7Z6I8,chromosome 5 open reading frame 24,gene with protein product,736,0.5022,T148897
p4@GM2A,GM2A,chr5:150632712..150632725;+,e:2760,h:4367,u:P17900,GM2 ganglioside activator,gene with protein product,737,0.502,T150964
p2@WDYHV1,WDYHV1,chr8:124428975..124428999;+,e:55093,h:25490,,WDYHV motif containing 1,gene with protein product,738,0.5012,T180398
p3@TRA2B,TRA2B,chr3:185641764..185641781;-,e:6434,h:10781,,transformer 2 beta homolog (Drosophila),gene with protein product,739,0.5007,T132570
p5@HNRNPUL1,HNRNPUL1,chr19:41770349..41770362;+,e:11100,h:17011,u:E9PE99,heterogeneous nuclear ribonucleoprotein U like 1,gene with protein product,740,0.4993,T074528
p5@EPAS1,EPAS1,chr2:46524506..46524514;+,e:2034,h:3374,u:Q99814;u:B3KW07,endothelial PAS domain protein 1,gene with protein product,741,0.499,T123166
p1@ALCAM,ALCAM,chr3:105085734..105085760;+,e:214,h:400,u:Q13740,activated leukocyte cell adhesion molecule,gene with protein product,742,0.4983,T127019
p1@H2AFV,H2AFV,chr7:44887644..44887710;-,e:94239,h:20664,u:A6NN01;u:Q71UI9;u:A6NKY0;u:A8MQC5;u:C9J386;u:C9J0D1,H2A histone family member V,gene with protein product,743,0.4965,T175734
p1@SPRED1,SPRED1,chr15:38544476..38544574;+,e:161742,h:20249,u:Q7Z699,sprouty related EVH1 domain containing 1,gene with protein product,744,0.4965,T043052
p2@UBE2O,UBE2O,chr17:74449252..74449294;-,e:63893,h:29554,u:Q9C0C9,ubiquitin conjugating enzyme E2 O,gene with protein product,745,0.495,T063461
p2@DDX3X,DDX3X,chrX:41193158..41193193;+,e:1654,h:2745,u:B4DLA0;u:B4E3E8,DEAD-box helicase 3; X-linked,gene with protein product,746,0.4943,T199607
p2@C6orf72,GINM1,chr6:149887521..149887549;+,e:116254,h:21074,u:Q9NU53;u:Q5TFA5,glycoprotein integral membrane 1,gene with protein product,747,0.4928,T160526
p1@ZFP90,ZFP90,chr16:68573182..68573228;+,e:146198,h:23329,,ZFP90 zinc finger protein,gene with protein product,748,0.4905,T053330
p3@PAICS,PAICS,chr4:57301896..57301945;+,e:10606,h:8587,u:P22234;u:E9PBS1;u:D6RF62,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase,gene with protein product,749,0.4898,T144479
p1@FRAT2,FRAT2,chr10:99094458..99094500;-,e:23401,h:16048,u:O75474,FRAT2; WNT signaling pathway regulator,gene with protein product,750,0.4893,T008662
p2@ERLIN1,ERLIN1,chr10:101945716..101945735;-,e:10613,h:16947,u:D3DR65;u:O75477,ER lipid raft associated 1,gene with protein product,751,0.4863,T000094
p4@SC5DL,SC5D,chr11:121163421..121163432;+,e:6309,h:10547,,sterol-C5-desaturase,gene with protein product,752,0.4854,T010793
p2@FUS,FUS,chr16:31196414..31196455;+,e:2521,h:4010,,FUS RNA binding protein,gene with protein product,753,0.4843,T051180
p1@RAP1GDS1,RAP1GDS1,chr4:99182519..99182581;+,e:5910,h:9859,u:E9PH06;u:Q499L7;u:D6RC85;u:D6RC12;u:D6RHZ7;u:P52306;u:Q4QQI8;u:B3KNU0;u:Q9BUX6;u:Q6U7G8,Rap1 GTPase-GDP dissociation stimulator 1,gene with protein product,754,0.4843,T147114
p5@MT1M,MT1M,chr16:56666549..56666559;+,e:4499,h:14296,u:Q8N339,metallothionein 1M,gene with protein product,755,0.4838,T052342
p2@GINS2,GINS2,chr16:85722518..85722529;-,e:51659,h:24575,u:Q9Y248,GINS complex subunit 2,gene with protein product,756,0.4826,T054683
p1@PWP2,PWP2,chr21:45527186..45527258;+,e:5822,h:9711,u:C9J544;u:Q15269,PWP2 periodic tryptophan protein homolog (yeast),gene with protein product,757,0.4808,T105797
p43@PAM,PAM,chr5:102090842..102090851;+,e:5066,h:8596,,peptidylglycine alpha-amidating monooxygenase,gene with protein product,758,0.4808,T147215
p4@PLEKHA1,PLEKHA1,chr10:124134803..124134859;+,e:59338,h:14335,,pleckstrin homology domain containing A1,gene with protein product,759,0.4801,T001939
p3@TCP1,TCP1,chr6:160210715..160210724;-,e:6950,h:11655,u:E7EQR6;u:P17987,t-complex 1,gene with protein product,760,0.4798,T161513
p3@COQ4,COQ4,chr9:131084747..131084790;+,e:51117,h:19693,u:Q9Y3A0,coenzyme Q4,gene with protein product,761,0.4796,T190037
p4@RPL35,RPL35,chr9:127624208..127624214;-,e:11224,h:10344,u:F2Z388,ribosomal protein L35,gene with protein product,762,0.4791,T189532
p1@NUDC,NUDC,chr1:27248203..27248288;+,e:10726,h:8045,u:Q9Y266,nuclear distribution C; dynein complex regulator,gene with protein product,763,0.4786,T092842
p1@CKS2,CKS2,chr9:91926103..91926119;+,e:1164,h:2000,u:P33552;u:Q6FGI9,CDC28 protein kinase regulatory subunit 2,gene with protein product,764,0.4749,T194694
p4@WDR11,WDR11,chr10:122610811..122610822;+,e:55717,h:13831,u:Q9BZH6,WD repeat domain 11,gene with protein product,765,0.4741,T001812
p1@ECD,ECD,chr10:74927719..74927805;-,e:11319,h:17029,u:O95905,ecdysoneless cell cycle regulator,gene with protein product,766,0.4734,T006742
p1@EIF1AD,EIF1AD,chr11:65769594..65769645;-,e:84285,h:28147,u:Q8N9N8;u:E9PNH5;u:E9PRR8;u:E9PS76;u:E9PLI6,eukaryotic translation initiation factor 1A domain containing,gene with protein product,767,0.4731,T017161
p1@HNRNPA2B1,HNRNPA2B1,chr7:26240357..26240377;-,e:3181,h:5033,u:P22626,heterogeneous nuclear ribonucleoprotein A2/B1,gene with protein product,768,0.4711,T174215
p2@PLEKHF1,PLEKHF1,chr19:30156400..30156411;+,e:79156,h:20764,,pleckstrin homology and FYVE domain containing 1,gene with protein product,769,0.4684,T072526
p3@CENPP,CENPP,chr9:95088256..95088276;+,e:401541,h:32933,u:Q6IPU0,centromere protein P,gene with protein product,770,0.4676,T194897
p27@CD81,CD81,chr11:2417850..2417908;+,e:975,h:1701,,CD81 molecule,gene with protein product,771,0.4674,T013131
p3@AES,AES,chr19:3062381..3062427;-,e:166,h:307,u:Q08117;u:Q14CJ1;u:Q8WY48,amino-terminal enhancer of split,gene with protein product,772,0.4673,T072583
p2@SPIN4,SPIN4,chrX:62571220..62571231;-,e:139886,h:27040,,spindlin family member 4,gene with protein product,773,0.4669,T200604
p1@RECQL4,RECQL4,chr8:145743164..145743236;-,e:9401,h:9949,u:O94761;u:E9PIW8,RecQ like helicase 4,gene with protein product,774,0.4667,T182514
p3@TK2,TK2,chr16:66583972..66583989;-,e:7084,h:11831,u:F5GYK4,thymidine kinase 2; mitochondrial,gene with protein product,775,0.4656,T052884
p1@INTS10,INTS10,chr8:19674920..19674963;+,e:55174,h:25548,u:E5RHN1,integrator complex subunit 10,gene with protein product,776,0.4654,T182932
p1@ACSL3,ACSL3,chr2:223725723..223725765;+,e:2181,h:3570,u:F5H062;u:B3KMA6;u:O95573,acyl-CoA synthetase long-chain family member 3,gene with protein product,777,0.4646,T119423
p2@FANCD2,FANCD2,chr3:10068074..10068085;+,e:2177,h:3585,u:Q9BXW9,Fanconi anemia complementation group D2,gene with protein product,778,0.4634,T126785
p12@PHLDA3,PHLDA3,chr1:201437594..201437637;-,e:23612,h:8934,,pleckstrin homology like domain family A member 3,gene with protein product,779,0.4633,T087744
p1@FAM160B1,FAM160B1,chr10:116581513..116581570;+,e:57700,h:29320,u:Q5W0V4,family with sequence similarity 160 member B1,gene with protein product,780,0.4629,T001374
p9@PUM2,PUM2,chr2:20550455..20550489;-,e:23369,h:14958,u:C9JE24,pumilio RNA binding family member 2,gene with protein product,781,0.4617,T117589
p12@CCT2,CCT2,chr12:69979113..69979155;+,e:10576,h:1615,u:P78371,chaperonin containing TCP1 subunit 2,gene with protein product,782,0.4613,T028618
p1@GRTP1,GRTP1,chr13:114018400..114018452;-,e:79774,h:20310,u:B9A6K2;u:Q5TC63,growth hormone regulated TBC protein 1,gene with protein product,783,0.4599,T031631
p2@ATP2B4,ATP2B4,chr1:203595903..203595934;+,e:493,h:817,u:P23634;u:B1APW5,ATPase plasma membrane Ca2+ transporting 4,gene with protein product,784,0.4591,T088173
p2@CC2D2A,CC2D2A,chr4:15471497..15471529;+,e:57545,h:29253,u:D6RB72;u:E7EP21;u:D6R9V3,coiled-coil and C2 domain containing 2A,gene with protein product,785,0.4589,T140760
p2@RNF168,RNF168,chr3:196230551..196230576;-,e:165918,h:26661,u:F8WD60,ring finger protein 168,gene with protein product,786,0.4589,T133490
p1@GRAMD3,GRAMD3,chr5:125759064..125759131;+,e:65983,h:24911,,GRAM domain containing 3,gene with protein product,787,0.4586,T148258
p1@TBC1D20,TBC1D20,chr20:443129..443207;-,e:128637,h:16133,u:Q96BZ9;u:B9A6M1,TBC1 domain family member 20,gene with protein product,788,0.4581,T101302
p1@EPS8,EPS8,chr12:15942309..15942330;-,e:2059,h:3420,u:F5H2B8;u:F5H1B5,epidermal growth factor receptor pathway substrate 8,gene with protein product,789,0.4579,T023533
p4@C7orf50,C7orf50,chr7:1177857..1177873;-,e:84310,h:22421,u:Q9BRJ6,chromosome 7 open reading frame 50,gene with protein product,790,0.4578,T170118
p5@MSC,MSC,chr8:72756213..72756243;-,e:9242,h:7321,u:O60682,musculin,gene with protein product,791,0.4572,T186316
p1@POLE,POLE,chr12:133263893..133263986;-,e:5426,h:9177,u:Q07864;u:E7ENR1;u:F5H1D6;u:F5H7E4;u:Q59EA9,DNA polymerase epsilon; catalytic subunit,gene with protein product,792,0.4572,T023206
p1@ARHGAP20,ARHGAP20,chr11:110583123..110583173;-,e:57569,h:18357,u:Q9P2F6,Rho GTPase activating protein 20,gene with protein product,793,0.4564,T009570
p1@CUL2,CUL2,chr10:35379241..35379285;-,e:8453,h:2552,u:Q13617,cullin 2,gene with protein product,794,0.456,T004396
p1@DUSP3,DUSP3,chr17:41856305..41856363;-,e:1845,h:3069,u:Q8IYJ9,dual specificity phosphatase 3,gene with protein product,795,0.4554,T059040
p2@BEND3,BEND3,chr6:107436697..107436730;-,e:57673,h:23040,u:Q5T5X7,BEN domain containing 3,gene with protein product,796,0.4551,T157484
p5@NRP1,NRP1,chr10:33623491..33623505;-,e:8829,h:8004,u:E7EX60;u:Q5T7F1,neuropilin 1,gene with protein product,797,0.4547,T004343
p1@NUDT1,NUDT1,chr7:2281843..2281869;+,e:4521,h:8048,u:P36639;u:Q7Z7N6,nudix hydrolase 1,gene with protein product,798,0.4534,T173908
p1@NOLC1,NOLC1,chr10:103912137..103912159;+,e:9221,h:15608,,nucleolar and coiled-body phosphoprotein 1,gene with protein product,799,0.4515,T000394
p4@MPRIP,MPRIP,chr17:16945820..16945829;+,e:23164,h:30321,u:A8MZF8;u:Q6WCQ1;u:Q8N236,myosin phosphatase Rho interacting protein,gene with protein product,800,0.451,T055881
p1@STT3B,STT3B,chr3:31574393..31574447;+,e:201595,h:30611,,STT3B; catalytic subunit of the oligosaccharyltransferase complex,gene with protein product,801,0.4509,T134106
p3@PPP6C,PPP6C,chr9:127952016..127952027;-,e:5537,h:9323,u:Q5T1S7,protein phosphatase 6 catalytic subunit,gene with protein product,802,0.4507,T189558
p1@CCDC150,CCDC150,chr2:197504410..197504471;+,e:284992,h:26834,u:B4DRE1;u:B4E060,coiled-coil domain containing 150,gene with protein product,803,0.4505,T116890
p1@MLF1IP,CENPU,chr4:185655212..185655260;-,e:79682,h:21348,u:Q09GN2,centromere protein U,gene with protein product,804,0.4502,T142401
p8@UBE2Q2,UBE2Q2,chr15:76135757..76135766;+,e:92912,h:19248,u:Q8WVN8,ubiquitin conjugating enzyme E2 Q2,gene with protein product,805,0.45,T046661
p3@ROBO3,ROBO3,chr11:124746306..124746336;+,e:64221,h:13433,,roundabout guidance receptor 3,gene with protein product,806,0.4498,T011263
p2@KIF11,KIF11,chr10:94352840..94352868;+,e:3832,h:6388,u:P52732,kinesin family member 11,gene with protein product,807,0.4494,T008214
p1@TOP3A,TOP3A,chr17:18218270..18218326;-,e:7156,h:11992,u:Q13472,topoisomerase (DNA) III alpha,gene with protein product,808,0.4485,T056062
p1@PARP1,PARP1,chr1:226595741..226595818;-,e:142,h:270,u:Q5VX84;u:P09874,poly(ADP-ribose) polymerase 1,gene with protein product,809,0.4484,T090493
p3@ARMC6,ARMC6,chr19:19144519..19144533;+,e:93436,h:25049,u:F5H3Y9,armadillo repeat containing 6,gene with protein product,810,0.4479,T071787
p3@HDGF,HDGF,chr1:156721502..156721513;-,e:3068,h:4856,u:P51858,hepatoma-derived growth factor,gene with protein product,811,0.4475,T083778
p1@SLC27A1,SLC27A1,chr19:17581283..17581352;+,e:376497,h:10995,u:Q6PCB7,solute carrier family 27 member 1,gene with protein product,812,0.446,T071261
p2@GBAS,GBAS,chr7:56032652..56032669;+,e:2631,h:4179,u:C9K068,glioblastoma amplified sequence,gene with protein product,813,0.446,T176452
p1@SRSF4,SRSF4,chr1:29508321..29508444;-,e:6429,h:10786,u:E7EMJ8;u:F6T1J1,serine and arginine rich splicing factor 4,gene with protein product,814,0.4455,T093202
p2@ALDH18A1,ALDH18A1,chr10:97416581..97416605;-,e:5832,h:9722,u:P54886,aldehyde dehydrogenase 18 family member A1,gene with protein product,815,0.4455,T008481
p5@SLC40A1,SLC40A1,chr2:190448678..190448702;-,e:30061,h:10909,u:E7ES28,solute carrier family 40 member 1,gene with protein product,817,0.4448,T116501
p2@HIBADH,HIBADH,chr7:27702419..27702438;-,e:11112,h:4907,,3-hydroxyisobutyrate dehydrogenase,gene with protein product,818,0.4442,T174478
p2@MT1X,MT1X,chr16:56715969..56716003;+,e:4501,h:7405,u:P80297,metallothionein 1X,gene with protein product,819,0.4437,T052363
p7@PRNP,PRNP,chr20:4667320..4667345;+,e:5621,h:9449,u:P04156,prion protein,gene with protein product,820,0.4435,T101708
p9@HNRNPUL1,HNRNPUL1,chr19:41768445..41768464;+,e:11100,h:17011,u:Q9BUJ2,heterogeneous nuclear ribonucleoprotein U like 1,gene with protein product,821,0.4425,T074510
p2@ZNF264,ZNF264,chr19:57702832..57702844;+,e:9422,h:13057,u:O43296,zinc finger protein 264,gene with protein product,822,0.4415,T078505
p2@BANP,BANP,chr16:87985107..87985129;+,e:54971,h:13450,,BTG3 associated nuclear protein,gene with protein product,823,0.4404,T054922
p4@SCARB2,SCARB2,chr4:77135046..77135063;-,e:950,h:1665,u:Q14108;u:B4DKD8;u:E7EM68;u:Q53Y63,scavenger receptor class B member 2,gene with protein product,824,0.4404,T145734
p3@NIPAL2,NIPAL2,chr8:99306637..99306693;-,e:79815,h:25854,u:Q9H841;u:A2RTY8,NIPA like domain containing 2,gene with protein product,825,0.4395,T187589
p4@BRD9,BRD9,chr5:892867..892872;-,e:65980,h:25818,u:F2Z2E8,bromodomain containing 9,gene with protein product,826,0.4389,T156570
p4@CLIP4,CLIP4,chr2:29337914..29337987;+,e:79745,h:26108,u:E9PBB1,CAP-Gly domain containing linker protein family member 4,gene with protein product,827,0.4385,T121954
p2@BIRC5,BIRC5,chr17:76210367..76210385;+,e:332,h:593,,baculoviral IAP repeat containing 5,gene with protein product,828,0.4379,T063933
p1@CHD1L,CHD1L,chr1:146714321..146714420;+,e:9557,h:1916,u:B5MDZ7;u:Q86WJ1;u:E7EP44,chromodomain helicase DNA binding protein 1 like,gene with protein product,829,0.4368,T081886
p5@MRPL18,MRPL18,chr6:160210814..160210883;+,e:29074,h:14477,,mitochondrial ribosomal protein L18,gene with protein product,830,0.4366,T161514
p2@FBXL5,FBXL5,chr4:15683118..15683226;-,e:26234,h:13602,u:D6R9Y4;u:D6RBW7,F-box and leucine rich repeat protein 5,gene with protein product,831,0.436,T140997
p1@PUS7,PUS7,chr7:105162652..105162709;-,e:54517,h:26033,u:Q96PZ0;u:B3KRB2;u:B3KY42,pseudouridylate synthase 7 (putative),gene with protein product,832,0.4357,T169251
p1@ARL2BP,ARL2BP,chr16:57279135..57279180;+,e:23568,h:17146,u:Q9Y2Y0,ADP ribosylation factor like GTPase 2 binding protein,gene with protein product,833,0.4328,T052441
