source,interaction,target,zero_order_r,r_sign
T149807,<->,T184118,0.647250627482055,+
T149807,<->,T056212,0.523019500378969,+
T107438,<->,T126786,0.633552866793927,+
T107438,<->,T116194,0.724037491576628,+
T107438,<->,T050428,0.533788548848388,+
T107438,<->,T002571,0.535553700234293,+
T107438,<->,T043456,0.604497777302624,+
T135324,<->,T090381,0.428498154680602,+
T135324,<->,T000456,-0.467099514007883,-
T135324,<->,T117589,0.382418931833084,+
T135324,<->,T059040,-0.402680081118091,-
T135324,<->,T090493,0.621405548501633,+
T095081,<->,T021831,0.736067572676367,+
T095081,<->,T154945,0.704370822423145,+
T043527,<->,T106669,0.69531691894833,+
T043527,<->,T154945,0.750466509292539,+
T045077,<->,T003652,0.502804692871074,+
T045077,<->,T148899,0.386210129768886,+
T045077,<->,T045080,0.324294413954728,+
T045077,<->,T117729,0.496000117769141,+
T045077,<->,T129382,0.409969644770434,+
T019717,<->,T184118,0.460728322871812,+
T019717,<->,T059676,0.263160420619264,+
T019717,<->,T037872,-0.318720255866742,-
T019717,<->,T016323,-0.335541093158468,-
T019717,<->,T059214,0.252066486841757,+
T019717,<->,T000094,-0.180825861397693,-
T149496,<->,T016361,0.525182525666816,+
T149496,<->,T123166,0.409425429296125,+
T121192,<->,T035747,0.4235439453758,+
T121192,<->,T070619,0.576435113683985,+
T116267,<->,T117729,0.428807374801331,+
T116267,<->,T093757,0.442020400509391,+
T116267,<->,T111019,0.498886917844493,+
T116267,<->,T059040,0.465584597130207,+
T196704,<->,T104616,-0.350090234286796,-
T196704,<->,T128683,0.377299941449532,+
T196704,<->,T121125,0.399077620769069,+
T196704,<->,T056950,0.416100069350764,+
T196704,<->,T052441,0.379410295866165,+
T196704,<->,T018656,0.296632333054727,+
T067439,<->,T020133,0.383466844298611,+
T067439,<->,T126517,0.243267376945253,+
T067439,<->,T126228,0.324443535438854,+
T067439,<->,T137081,0.338380368526364,+
T067439,<->,T187532,-0.330109851306613,-
T067439,<->,T068317,0.238528359916065,+
T067439,<->,T194088,0.41525840633627,+
T067439,<->,T134106,0.349541459656306,+
T067439,<->,T078505,0.267484201301551,+
T033629,<->,T096852,0.179169070132823,+
T033629,<->,T028181,0.414644675870748,+
T033629,<->,T089256,0.311516513338844,+
T033629,<->,T138182,0.328090480031461,+
T033629,<->,T183713,0.380440999113681,+
T033629,<->,T053330,0.449573497214522,+
T033629,<->,T140760,0.461164226461911,+
T125719,<->,T105763,0.689965377244212,+
T125719,<->,T126067,0.42198654035612,+
T131789,<->,T131788,0.543249341417964,+
T131789,<->,T164754,0.337887838579522,+
T131789,<->,T088177,0.322277689593861,+
T131789,<->,T184623,0.470780207442854,+
T100204,<->,T095366,0.533328375494667,+
T100204,<->,T003652,0.428988592549674,+
T100204,<->,T189434,0.368557755716831,+
T100204,<->,T155923,0.344720937345988,+
T100204,<->,T145734,0.421005656757873,+
T100204,<->,T052942,0.371938568439896,+
T040026,<->,T063319,0.332557937389105,+
T040026,<->,T130775,0.346004969586699,+
T040026,<->,T148897,0.41341891701079,+
T040026,<->,T119423,0.342117402350598,+
T086426,<->,T013678,0.387677517685668,+
T068321,<->,T074911,0.370359046142149,+
T068321,<->,T144463,0.374550239938903,+
T068321,<->,T175029,0.280702674289245,+
T068321,<->,T136648,0.309908618740693,+
T068321,<->,T068317,0.477921445042324,+
T068321,<->,T101302,0.321795874506322,+
T024973,<->,T105722,0.396039689861681,+
T024973,<->,T095069,0.487535488685288,+
T024973,<->,T195839,0.334907500771763,+
T024973,<->,T054291,0.5373855860528,+
T024973,<->,T031631,0.409748747406537,+
T074911,<->,T021676,0.534126715929378,+
T074911,<->,T074910,0.531615354591755,+
T074911,<->,T016361,0.411326646306284,+
T074911,<->,T135660,0.464054550750931,+
T082404,<->,T096852,0.431208519344582,+
T082404,<->,T190034,0.38216217438142,+
T082404,<->,T035689,0.40057315987354,+
T082404,<->,T185247,-0.294999642381471,-
T082404,<->,T093775,0.430134509707248,+
T133078,<->,T169886,0.349228666838187,+
T133078,<->,T185247,0.332797470747938,+
T133078,<->,T018656,0.24895759082241,+
T133078,<->,T192816,-0.105385844557531,-
T131968,<->,T047618,0.691087462559933,+
T196192,<->,T144463,0.502008056446135,+
T136046,<->,T144463,0.627130004649102,+
T136046,<->,T148742,0.554425590123091,+
T136046,<->,T180530,-0.305927829884697,-
T136046,<->,T028981,0.61140243758507,+
T136046,<->,T138182,0.365214999736126,+
T136046,<->,T001374,0.434228476034852,+
T016692,<->,T072874,0.718417102856078,+
T016692,<->,T005308,0.707661295399568,+
T016692,<->,T016750,0.807728317796978,+
T188679,<->,T064524,0.415754546054085,+
T188679,<->,T100654,0.474170893585378,+
T188679,<->,T037825,0.441546294993704,+
T188679,<->,T183216,0.125143008947969,+
T188679,<->,T189297,0.248354163110575,+
T001938,<->,T007602,0.433627982452243,+
T001938,<->,T136648,0.338032516848513,+
T001938,<->,T014852,-0.15110608751656,-
T001938,<->,T025057,0.28632335923974,+
T001938,<->,T001939,0.36415822442498,+
T074538,<->,T027301,0.0931656891806447,+
T074538,<->,T074548,0.212256309380266,+
T074538,<->,T105642,0.544973102955433,+
T074538,<->,T168717,0.462475397461102,+
T074538,<->,T200604,0.569149012799575,+
T068971,<->,T126228,0.386642340919615,+
T068971,<->,T068972,0.622097546191749,+
T068971,<->,T024245,0.285875084176553,+
T021676,<->,T123698,0.502704788573683,+
T021676,<->,T072583,0.427975242771412,+
T015622,<->,T141376,0.425625492401487,+
T015622,<->,T198309,0.507045841293371,+
T015622,<->,T101418,0.446644145948842,+
T015622,<->,T093775,0.491318393088551,+
T064524,<->,T105254,0.255906631923119,+
T064524,<->,T100654,0.412192771911794,+
T064524,<->,T045080,0.196299742984323,+
T064524,<->,T124809,0.512168477164297,+
T064524,<->,T199607,0.355081660238991,+
T123326,<->,T081067,0.549579872644931,+
T132573,<->,T121196,0.416054142988965,+
T132573,<->,T117589,0.376356204598731,+
T072587,<->,T072585,0.469023693222671,+
T072587,<->,T147114,0.300804089384548,+
T063079,<->,T120141,0.458259686389248,+
T063079,<->,T189532,0.513895714731848,+
T106310,<->,T164776,0.784228520595847,+
T106310,<->,T061507,0.676898368046548,+
T106310,<->,T026456,0.724566940434414,+
T106310,<->,T182514,0.719228768910701,+
T106310,<->,T056062,0.556083105379357,+
T076279,<->,T119025,0.315734681107501,+
T076279,<->,T058951,0.302517834700675,+
T038738,<->,T065079,0.338590255019041,+
T038738,<->,T035689,0.491543239084538,+
T038738,<->,T028257,0.27459188273217,+
T038738,<->,T033211,0.36157667645798,+
T038738,<->,T190576,0.426310481468069,+
T038738,<->,T140997,0.358453663840908,+
T038738,<->,T134660,0.388411081187123,+
T133319,<->,T130775,0.167429533694154,+
T133319,<->,T189297,0.270320367058023,+
T133319,<->,T182932,0.182505873002362,+
T133319,<->,T000394,0.467037319919451,+
T083592,<->,T108400,0.490798648638297,+
T083592,<->,T016323,0.597830445408665,+
T083592,<->,T104383,0.565482840955447,+
T083592,<->,T083778,0.351786094169746,+
T083592,<->,T125081,0.653204201553874,+
T121619,<->,T198487,0.573824329466797,+
T121619,<->,T094973,0.709282117097786,+
T121619,<->,T095310,0.708865877040714,+
T066047,<->,T198042,0.655834157766452,+
T066047,<->,T104383,0.713790468386994,+
T066047,<->,T000394,0.62540692073998,+
T144463,<->,T175029,0.304443723056359,+
T144463,<->,T067440,0.408746288209041,+
T144463,<->,T189434,0.432540827570781,+
T144463,<->,T178961,0.461920906087055,+
T144463,<->,T028981,0.6191934451533,+
T083761,<->,T074548,0.283650464524235,+
T083761,<->,T077861,0.347723509365236,+
T083761,<->,T083587,0.357164012276042,+
T193395,<->,T044884,0.38624159096765,+
T193395,<->,T046720,0.457160947272173,+
T193395,<->,T121125,0.422012331477725,+
T193395,<->,T176450,0.4025641539883,+
T193395,<->,T174478,0.406386446393452,+
T065079,<->,T198487,0.446083758648238,+
T065079,<->,T095310,0.491974746815568,+
T065079,<->,T047958,0.316099772113665,+
T065079,<->,T021830,0.400797008712771,+
T129509,<->,T098771,0.44115894019701,+
T129509,<->,T169886,0.507861163823724,+
T129509,<->,T084438,0.475620008837465,+
T019300,<->,T193801,0.365340758557302,+
T019300,<->,T126229,0.376343352921651,+
T019300,<->,T049357,0.398960790104686,+
T019300,<->,T147114,0.411938909192683,+
T019300,<->,T009570,0.413644900322165,+
T136583,<->,T176303,0.346517252215098,+
T136583,<->,T089343,0.248709491657225,+
T136583,<->,T122205,0.284651116847506,+
T136583,<->,T001374,0.427156648793933,+
T136583,<->,T173908,-0.285565962738313,-
T136583,<->,T093775,0.208155406185909,+
T088540,<->,T128683,0.335895807514152,+
T088540,<->,T163896,-0.355529117396511,-
T088540,<->,T142639,0.26279456546148,+
T088540,<->,T068317,0.267746727362152,+
T095366,<->,T045080,0.459290637149874,+
T095366,<->,T137081,0.437184890866841,+
T095366,<->,T158729,0.528186895167246,+
T095366,<->,T063495,0.43009282607246,+
T013678,<->,T000456,0.371582090563772,+
T013678,<->,T052332,0.317486860037838,+
T013678,<->,T001939,0.313341685922258,+
T013678,<->,T052441,0.312884468542949,+
T027301,<->,T017334,0.433197534830984,+
T027301,<->,T184623,0.442489630883351,+
T141376,<->,T036271,0.48209838758524,+
T141376,<->,T094115,0.456678201456881,+
T141376,<->,T192388,0.466318743298226,+
T141376,<->,T039795,-0.315515857114924,-
T141376,<->,T159350,0.353689217383593,+
T141376,<->,T006742,0.467240831500118,+
T141376,<->,T093775,0.470258268498861,+
T126786,<->,T047618,0.705276864546822,+
T126786,<->,T022264,0.440518920966614,+
T126786,<->,T126785,0.361207656588396,+
T146358,<->,T128605,0.471505371744198,+
T146358,<->,T000978,0.299774680020653,+
T146358,<->,T032475,0.311222274922321,+
T105254,<->,T106303,0.412557725563173,+
T105254,<->,T198487,0.386113943341563,+
T105254,<->,T105264,0.444574769012348,+
T105254,<->,T051614,0.347501826791538,+
T139374,<->,T099271,0.475119713095716,+
T139374,<->,T105264,0.453740414265013,+
T139374,<->,T170760,0.358767022156113,+
T139374,<->,T081886,0.469789927551966,+
T184367,<->,T058951,0.449675818909177,+
T184367,<->,T034486,0.304343286980019,+
T184367,<->,T068317,0.239851957360538,+
T184367,<->,T022816,0.392468161973366,+
T184367,<->,T064525,-0.254495996873356,-
T184367,<->,T051180,0.198182521440155,+
T184367,<->,T028618,0.158470833439718,+
T184367,<->,T163648,-0.40045736908022,-
T184367,<->,T129382,0.307198927747861,+
T020133,<->,T147580,0.426175516783557,+
T020133,<->,T119425,0.251915797750319,+
T020133,<->,T020697,0.44815138268085,+
T020133,<->,T023101,-0.427119271903305,-
T020133,<->,T093757,0.40069439326327,+
T020133,<->,T194088,0.39809106848633,+
T020133,<->,T002544,0.351310076377982,+
T020133,<->,T163611,-0.320841980049013,-
T184118,<->,T183713,0.575584451631568,+
T184118,<->,T140760,0.469336872375747,+
T090880,<->,T176303,0.417180241194812,+
T090880,<->,T046235,0.550514835217713,+
T090880,<->,T050693,0.595348806641317,+
T090880,<->,T183216,0.369235360900388,+
T165791,<->,T072874,0.717324657785371,+
T165791,<->,T095515,0.532314852771094,+
T165791,<->,T076811,0.643578478018451,+
T106303,<->,T037825,0.326259548601066,+
T106303,<->,T061507,0.616750095202083,+
T106303,<->,T002571,0.397248155343896,+
T035747,<->,T099271,0.557676327472904,+
T035747,<->,T163150,0.489611197307093,+
T035747,<->,T175734,0.433470851378248,+
T035747,<->,T173908,0.420400664366284,+
T074548,<->,T093772,0.318190899485468,+
T074548,<->,T061257,0.199294248678673,+
T074548,<->,T074528,0.177838202029389,+
T074548,<->,T074510,0.243801672795897,+
T005963,<->,T010794,0.34299752835395,+
T134944,<->,T096852,-0.457608516110587,-
T134944,<->,T045080,0.487900592993559,+
T134944,<->,T095515,-0.332693195162958,-
T134944,<->,T098885,0.472192386368162,+
T134944,<->,T013131,0.369042578966637,+
T134944,<->,T000394,-0.469800096190584,-
T121196,<->,T008662,0.329869137301206,+
T011410,<->,T136648,0.268947791869849,+
T011410,<->,T117796,0.122760135213209,+
T011410,<->,T187243,0.238944173864228,+
T011410,<->,T056950,0.314392004249638,+
T011410,<->,T101302,0.360677825196332,+
T011410,<->,T063495,0.339282686178578,+
T200112,<->,T198158,0.712065453567563,+
T200112,<->,T095351,0.545032407911813,+
T198309,<->,T082357,0.515261721322504,+
T198309,<->,T086039,0.445950814866279,+
T198309,<->,T083778,0.419656262613248,+
T036271,<->,T079479,0.210175236777914,+
T036271,<->,T094115,0.498702427998006,+
T036271,<->,T033068,0.148910752604638,+
T036271,<->,T082357,-0.159130384407229,-
T036271,<->,T124809,0.480906586894043,+
T036271,<->,T167636,0.345349451764772,+
T036271,<->,T101418,0.432741501391875,+
T036271,<->,T134660,0.335013797683271,+
T105722,<->,T074528,0.344509370953643,+
T105722,<->,T090493,0.511056400589657,+
T059676,<->,T033068,0.446527239853528,+
T059676,<->,T117729,0.446955114827705,+
T059676,<->,T112148,0.542628812517385,+
T116194,<->,T072874,0.618523686369564,+
T116194,<->,T144479,0.572765964928254,+
T151706,<->,T104616,0.386248472586822,+
T151706,<->,T033068,-0.305945437606011,-
T151706,<->,T166622,0.442454257784671,+
T151706,<->,T111019,-0.364880689326712,-
T151706,<->,T175734,0.397673867740573,+
T151706,<->,T140997,0.448021400097833,+
T093772,<->,T016575,0.373198309158475,+
T093772,<->,T152941,0.380290400657532,+
T093772,<->,T051180,0.371418070788882,+
T093772,<->,T117589,0.307568276677078,+
T076906,<->,T105264,0.459770951747599,+
T076906,<->,T117589,0.336382005119811,+
T076906,<->,T116890,0.546497755174668,+
T076906,<->,T021830,0.445241407962023,+
T123721,<->,T097888,0.701997876329447,+
T123721,<->,T123719,0.507272692579861,+
T123721,<->,T108400,0.496928372774953,+
T096852,<->,T152941,0.695844330893686,+
T096852,<->,T093535,0.599024717266077,+
T096852,<->,T116890,0.578816690498696,+
T098771,<->,T131788,0.687012293428839,+
T098771,<->,T150964,0.684664250873082,+
T098771,<->,T001939,0.37236651027713,+
T098771,<->,T119423,0.359729171651749,+
T047618,<->,T041966,0.746708496425533,+
T047618,<->,T133709,0.794688728808144,+
T141005,<->,T046802,0.49434288570672,+
T141005,<->,T148742,0.628204179027283,+
T141005,<->,T142639,0.418035521472109,+
T141005,<->,T050693,0.582641159800417,+
T141005,<->,T093757,0.459158172209053,+
T141005,<->,T046661,0.262510872667074,+
T111886,<->,T104616,-0.289490033334588,-
T111886,<->,T183216,0.284370170218948,+
T111886,<->,T033602,0.325729290013532,+
T111886,<->,T134710,-0.0962113042858088,-
T111886,<->,T009570,0.274663606168878,+
T111886,<->,T018656,0.260231755445521,+
T078232,<->,T100654,0.636781440489255,+
T007602,<->,T155923,0.381124641561793,+
T007602,<->,T163648,-0.412290891919187,-
T007602,<->,T183226,0.313183112760027,+
T095069,<->,T041006,0.454818367093565,+
T095069,<->,T158334,0.282585459739803,+
T095069,<->,T015936,0.266990617389078,+
T095069,<->,T006742,0.291354865302726,+
T095069,<->,T023206,0.36943833313581,+
T148176,<->,T194375,0.144427542130695,+
T148176,<->,T148897,0.532953372835292,+
T148176,<->,T063495,0.347904805400498,+
T046802,<->,T126228,0.398341324544177,+
T021272,<->,T012561,0.366178269937012,+
T021272,<->,T098701,0.346125824884891,+
T021272,<->,T189434,0.406876120152784,+
T193394,<->,T136949,0.476048523728182,+
T193394,<->,T068317,0.308856704436005,+
T193394,<->,T148897,0.474265290886867,+
T095084,<->,T001374,0.566464128066456,+
T181879,<->,T051614,0.306021837050209,+
T181879,<->,T022816,-0.356734575776381,-
T181879,<->,T053330,-0.386720072084006,-
T181879,<->,T163611,0.29903449454609,+
T070619,<->,T016750,0.777697553880999,+
T044884,<->,T034488,0.294713127611713,+
T044884,<->,T148897,0.571169409596811,+
T166176,<->,T074600,0.316240828682116,+
T166176,<->,T106669,0.457273161811312,+
T166176,<->,T032903,0.335198858085945,+
T082350,<->,T082357,0.649278059640367,+
T082350,<->,T190459,0.510471225376563,+
T082350,<->,T076811,0.527546487823723,+
T082350,<->,T059040,-0.370813908772793,-
T106088,<->,T090381,0.349482851798147,+
T106088,<->,T062713,0.096501140102371,+
T106088,<->,T163537,0.396385284604774,+
T106088,<->,T008662,0.419557003391394,+
T106088,<->,T133794,-0.267846380180323,-
T079479,<->,T013131,0.114716775129826,+
T042184,<->,T042185,0.3522272569508,+
T042184,<->,T189532,0.25025779465926,+
T198487,<->,T081067,0.509505530206301,+
T182667,<->,T027962,0.485047323859743,+
T182667,<->,T190459,-0.469425451522906,-
T182667,<->,T152840,-0.509386650738746,-
T104730,<->,T124809,0.500700878336832,+
T104730,<->,T022264,0.378231262638164,+
T104730,<->,T178821,0.308498370488352,+
T104730,<->,T163537,0.396012442258342,+
T104730,<->,T190037,0.431057955053096,+
T095439,<->,T032903,0.524063794452711,+
T094115,<->,T037872,0.271983623736964,+
T094115,<->,T187666,0.420457233863928,+
T094115,<->,T054922,0.526612606389673,+
T162278,<->,T159350,0.384738115780681,+
T162278,<->,T178906,0.179570538266777,+
T198616,<->,T168717,0.307836767637871,+
T198616,<->,T037872,0.33862414317733,+
T198616,<->,T058857,-0.289958793597515,-
T198616,<->,T093757,-0.265392836279825,-
T198616,<->,T033211,0.2532145286396,+
T198616,<->,T165004,0.300564826943977,+
T041966,<->,T090381,0.452153263389033,+
T041966,<->,T158334,0.430258191305403,+
T041966,<->,T032475,0.685419247136914,+
T041966,<->,T038826,0.74578454415947,+
T024243,<->,T150539,0.352235568594172,+
T024243,<->,T024245,0.563378092862215,+
T027962,<->,T085268,0.579549366384776,+
T027962,<->,T021287,0.689644783047225,+
T027962,<->,T046235,0.479658657921475,+
T027962,<->,T111019,0.554643445160177,+
T027962,<->,T059040,0.515312165581302,+
T027962,<->,T004343,0.523266584552816,+
T135186,<->,T169025,0.163565992895696,+
T135186,<->,T016575,0.21753799912336,+
T135186,<->,T152840,0.311565985999914,+
T135186,<->,T156570,0.1317894641091,+
T074910,<->,T011263,0.242781308253693,+
T074910,<->,T071261,0.409851365633184,+
T074910,<->,T174478,0.361172885333719,+
T074910,<->,T136043,0.405545294976037,+
T174052,<->,T078346,0.592038747039949,+
T174052,<->,T105763,0.636316294618157,+
T084439,<->,T063319,0.389065384933463,+
T084439,<->,T066008,0.444645919928518,+
T084439,<->,T077861,0.0787776958693724,+
T084439,<->,T002555,0.368280631821606,+
T104616,<->,T091834,0.396005470721538,+
T104616,<->,T072874,0.466952042049607,+
T104616,<->,T042268,-0.206830092051309,-
T126517,<->,T182931,0.175632154783535,+
T126517,<->,T093202,-0.200989594788555,-
T094973,<->,T094972,0.726414320161188,+
T094973,<->,T095309,0.84937748471927,+
T094973,<->,T182514,0.819351758321702,+
T119025,<->,T016722,0.308116929640788,+
T119025,<->,T071261,0.434595690565326,+
T074414,<->,T074200,0.480614033736466,+
T074414,<->,T086039,0.428126004897598,+
T074414,<->,T027141,0.60667471817846,+
T128683,<->,T126228,0.45544240295361,+
T128683,<->,T169888,0.438925103201039,+
T128683,<->,T022264,-0.356307340574884,-
T128683,<->,T118901,0.407667969736586,+
T128683,<->,T056950,0.390399814415622,+
T128683,<->,T059040,0.384334574918845,+
T094972,<->,T050428,0.467210473861026,+
T094972,<->,T093328,0.559199492485758,+
T126228,<->,T126229,0.540940750748579,+
T126228,<->,T056183,0.556884753686716,+
T083419,<->,T165786,0.415729049028332,+
T083419,<->,T094869,0.415423686328765,+
T061257,<->,T169252,0.393841131496286,+
T061257,<->,T105264,0.383263413013781,+
T061257,<->,T074200,0.393228175146954,+
T061257,<->,T042185,0.347974965883829,+
T061257,<->,T095515,0.2976435767882,+
T061257,<->,T178665,0.40032680057408,+
T061257,<->,T074528,0.215029264018926,+
T061257,<->,T094869,0.397364630226016,+
T134641,<->,T183216,0.342570824743679,+
T134641,<->,T001812,0.212211953302648,+
T134641,<->,T169251,0.0648137129453771,+
T128173,<->,T128815,0.380940148918135,+
T128173,<->,T028618,0.202243443069678,+
T128173,<->,T002555,0.456027188303161,+
T128605,<->,T008662,0.493468533136962,+
T128605,<->,T126785,0.335708183123339,+
T012561,<->,T150961,0.419122612002342,+
T012561,<->,T028181,0.283060179304837,+
T012561,<->,T098885,0.379971660504785,+
T012561,<->,T069374,0.294147061408745,+
T012561,<->,T183226,0.253158456009602,+
T012561,<->,T030278,0.357866043461377,+
T033068,<->,T112148,0.381009619559863,+
T033068,<->,T193798,0.303483935796902,+
T033068,<->,T091502,0.233385361387438,+
T033068,<->,T033602,0.418846582651725,+
T033068,<->,T121954,0.249158104058928,+
T098701,<->,T007721,0.32087655266237,+
T098701,<->,T056183,0.392304338462765,+
T098701,<->,T022816,0.450140255807977,+
T098701,<->,T174478,0.3407416556874,+
T098701,<->,T170367,0.348941715511329,+
T147580,<->,T122205,0.380463461979086,+
T147580,<->,T152840,-0.448012412674244,-
T147580,<->,T182932,0.404634175752492,+
T169888,<->,T169886,0.790511604719478,+
T169888,<->,T189434,0.436583279893241,+
T169888,<->,T101302,0.471231120972858,+
T160859,<->,T043528,0.699834121446447,+
T160859,<->,T090381,0.427572729645261,+
T032960,<->,T048932,0.419993667352204,+
T032960,<->,T031631,0.325309412852423,+
T050428,<->,T165679,0.244070381970086,+
T126388,<->,T133709,0.80848901512568,+
T126388,<->,T069423,0.717264855788656,+
T148259,<->,T187589,0.24507162909578,+
T100654,<->,T122326,0.51098745819025,+
T097888,<->,T106669,0.624920212091821,+
T097888,<->,T198042,0.577431507474444,+
T097888,<->,T189532,0.518481994668875,+
T097888,<->,T161511,0.63065162708157,+
T016361,<->,T169025,-0.310434395282146,-
T016361,<->,T072526,0.220773825719208,+
T016361,<->,T125709,0.459403138165809,+
T066846,<->,T021001,-0.314126874660249,-
T066846,<->,T105234,0.309729644569975,+
T066846,<->,T017360,0.390286318574834,+
T066846,<->,T195839,0.269746499561348,+
T066846,<->,T117796,0.248754267518663,+
T066846,<->,T167636,0.252141546293553,+
T105642,<->,T168717,0.378471085964925,+
T105642,<->,T122326,0.251453962486702,+
T105642,<->,T200604,0.450160510981357,+
T105642,<->,T056062,0.255740474659011,+
T001802,<->,T042185,0.213005327367544,+
T001802,<->,T005308,0.461968377328223,+
T001802,<->,T001800,0.257017703344684,+
T001802,<->,T008662,0.294872606001325,+
T081067,<->,T094800,0.579531060314293,+
T169252,<->,T100871,0.633283854714822,+
T169252,<->,T053910,0.665214821106438,+
T169252,<->,T200604,0.390762055260262,+
T169252,<->,T117589,0.39071353538687,+
T169252,<->,T169251,0.713996034178196,+
T196708,<->,T084866,0.194713679295769,+
T196708,<->,T178821,0.301808615389084,+
T196708,<->,T046289,-0.386746812990749,-
T196708,<->,T064525,0.336933576993683,+
T099271,<->,T108400,0.464257283263219,+
T099271,<->,T165004,0.430422774063406,+
T185072,<->,T044139,0.735512534845782,+
T045502,<->,T051614,0.30273527056447,+
T045502,<->,T022375,0.490107648993746,+
T045502,<->,T176450,0.150968339371389,+
T163566,<->,T042185,0.238709882574423,+
T163566,<->,T028257,0.280900957251415,+
T163566,<->,T092842,0.44981927463341,+
T105264,<->,T081811,0.444329147129852,+
T105264,<->,T118901,-0.337182109972765,-
T105264,<->,T178665,0.396487533559431,+
T105264,<->,T194897,0.468285513316314,+
T128815,<->,T117729,0.45573266504737,+
T128815,<->,T150539,0.26753604292574,+
T128815,<->,T051180,0.290107570448529,+
T128815,<->,T013131,0.383327106369086,+
T168717,<->,T048932,0.452785049265322,+
T168717,<->,T182932,-0.298634164504092,-
T058951,<->,T122205,0.431174024917591,+
T058951,<->,T194088,0.360548493333596,+
T058951,<->,T140760,0.424601044573155,+
T058951,<->,T170367,0.439660709505496,+
T091834,<->,T189297,0.325363692791318,+
T091834,<->,T000094,0.345271470334707,+
T176303,<->,T130775,0.286391000185013,+
T176303,<->,T100486,0.29738168702286,+
T176303,<->,T052332,0.361727933410211,+
T176303,<->,T121954,0.284603324027971,+
T176303,<->,T129382,0.350145337587083,+
T082357,<->,T134106,-0.418233265836404,-
T193801,<->,T052887,0.274280207438395,+
T193801,<->,T183216,0.292818432571933,+
T072874,<->,T104723,0.704518305652227,+
T072874,<->,T023101,0.579024157007899,+
T042064,<->,T006742,0.59924131558999,+
T042064,<->,T174215,0.460756578269351,+
T003652,<->,T117729,0.455155990290815,+
T003652,<->,T175029,0.325285233973933,+
T003652,<->,T056212,0.451267474651105,+
T003652,<->,T043052,0.388371624630769,+
T003652,<->,T053330,0.438588504559009,+
T003652,<->,T147114,0.506944088976924,+
T042268,<->,T072585,0.216773497427994,+
T042268,<->,T036299,0.280612944342795,+
T042268,<->,T007721,0.198115684862789,+
T081811,<->,T068972,0.0933057680739058,+
T081811,<->,T130775,-0.254626961983163,-
T081811,<->,T023101,0.334342864833579,+
T081811,<->,T152941,0.379840409719592,+
T081811,<->,T102535,0.44157409258321,+
T081811,<->,T033211,0.371892213037055,+
T126229,<->,T072583,0.38330974476097,+
T126229,<->,T063495,0.399170961964647,+
T088174,<->,T150934,0.476248254826975,+
T068972,<->,T135660,0.346497065477382,+
T068972,<->,T001812,0.349810544267347,+
T068972,<->,T004396,0.277620212907794,+
T068972,<->,T187589,0.444780010617882,+
T104723,<->,T106670,0.722004343598504,+
T104723,<->,T095515,0.542923970864513,+
T104723,<->,T105797,0.713451342151392,+
T104723,<->,T161511,0.636597012366933,+
T080376,<->,T192388,0.284913161375845,+
T080376,<->,T026456,0.508556471114187,+
T034486,<->,T034488,0.589319776262248,+
T034486,<->,T100486,0.387935176290104,+
T148899,<->,T136949,0.463234805508308,+
T148899,<->,T148897,0.596003485996792,+
T148899,<->,T200604,0.121499630455361,+
T074200,<->,T106575,0.52264741642006,+
T074200,<->,T053910,0.630527122500398,+
T074200,<->,T051623,0.561967605115991,+
T074200,<->,T187243,-0.29210374517046,-
T074200,<->,T126067,0.44933534686277,+
T074200,<->,T074413,0.583570361828021,+
T131788,<->,T049357,0.578441244167148,+
T090381,<->,T084866,0.229219209163727,+
T000106,<->,T170760,0.369309966132504,+
T000106,<->,T108400,0.299496271591596,+
T000106,<->,T132570,0.297089838378393,+
T000106,<->,T126785,0.307099199170851,+
T000106,<->,T053695,0.36338979581264,+
T072585,<->,T072583,0.349613053991898,+
T072585,<->,T174478,0.389712708887081,+
T085803,<->,T005308,0.602111866861783,+
T182931,<->,T000094,0.0893324055858843,+
T182931,<->,T182932,0.45404498034758,+
T182931,<->,T004343,0.253930167485508,+
T037872,<->,T108400,0.301342414755489,+
T037872,<->,T180530,0.336408514475726,+
T037872,<->,T178093,0.283497309122706,+
T037872,<->,T061507,0.45714138394924,+
T164776,<->,T120383,0.674049178921046,+
T164776,<->,T059393,0.845773048535576,+
T085268,<->,T172168,0.489982764100979,+
T085268,<->,T002544,0.399631007895383,+
T085268,<->,T145734,0.470986455775789,+
T021001,<->,T121125,0.524423372484634,+
T021001,<->,T140760,0.413875381638049,+
T074600,<->,T078346,0.419130735766113,+
T190034,<->,T056950,-0.315573612395608,-
T190034,<->,T077861,0.332061569967755,+
T190034,<->,T023206,0.486570644016913,+
T190034,<->,T163611,0.384284667128761,+
T106669,<->,T106670,0.73797257750611,+
T106669,<->,T094800,0.722291683495029,+
T041006,<->,T154656,0.325542190116982,+
T041006,<->,T116058,0.426637044808079,+
T041006,<->,T159350,0.438520682553112,+
T100871,<->,T093328,0.627646256874406,+
T086039,<->,T094800,0.562511008267573,+
T086039,<->,T126067,0.334769681301993,+
T086039,<->,T074510,0.383982487254767,+
T099539,<->,T021830,0.603785239091885,+
T123719,<->,T144479,0.433861821477974,+
T123719,<->,T161513,0.26234406247868,+
T056638,<->,T134660,0.404469217083498,+
T162757,<->,T116890,0.700254273535615,+
T173649,<->,T069374,0.296080273143228,+
T158334,<->,T154656,0.191316906263548,+
T158334,<->,T120383,0.382633346689299,+
