Hs-MFSD2A,2000,1000,T094283-MFSD2A,"p1@MFSD2A"
rank,TID,Fabs,Frel,coords,transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
161,T119397,1731,0.8621,"chr2:223289280..223289296,+",p5@SGPP2,e:130367,h:19953,u:Q8IWX5,SGPP2,"sphingosine-1-phosphate phosphatase 2","gene with protein product"
162,T119029,1728,0.8618,"chr2:219646891..219646911,+",p3@CYP27A1,e:1593,h:2605,,CYP27A1,"cytochrome P450 family 27 subfamily A member 1","gene with protein product"
163,T082049,1734,0.8610,"chr1:149982468..149982487,-",p4@OTUD7B,e:56957,h:16683,u:Q6GQQ9,OTUD7B,"OTU deubiquitinase 7B","gene with protein product"
164,T166223,1731,0.8608,"chr6:44233244..44233248,-",p3@NFKBIE,e:4794,h:7799,,NFKBIE,"NFKB inhibitor epsilon","gene with protein product"
165,T165180,1732,0.8604,"chr6:36097992..36098038,+",p4@MAPK13,e:5603,h:6875,"u:O15264,u:Q5R3E4",MAPK13,"mitogen-activated protein kinase 13","gene with protein product"
166,T092770,1723,0.8581,"chr1:26856236..26856292,+",p2@RPS6KA1,e:6195,h:10430,"u:E9PGT3,u:Q15418,u:E9PPC1,u:E9PPN6",RPS6KA1,"ribosomal protein S6 kinase A1","gene with protein product"
167,T080288,1721,0.8579,"chr1:110453109..110453144,+",p5@CSF1,e:1435,h:2432,u:E9PKP4,CSF1,"colony stimulating factor 1","gene with protein product"
168,T086032,1721,0.8579,"chr1:17765022..17765043,-",p1@RCC2,e:55920,h:30297,u:Q9P258,RCC2,"regulator of chromosome condensation 2","gene with protein product"
169,T006437,1722,0.8576,"chr10:72576134..72576161,+",p9@SGPL1,e:8879,h:10817,u:O95470,SGPL1,"sphingosine-1-phosphate lyase 1","gene with protein product"
170,T070915,1713,0.8556,"chr19:15726022..15726074,+",p1@CYP4F8,e:11283,h:2648,"u:B4DU85,u:P98187",CYP4F8,"cytochrome P450 family 4 subfamily F member 8","gene with protein product"
171,T011375,1718,0.8552,"chr11:125703204..125703221,+",p1@PATE4,e:399968,h:35427,"u:P0C8F1,u:E9PK74",PATE4,"prostate and testis expressed 4","gene with protein product"
172,T167641,1716,0.8542,"chr6:74231506..74231524,-",p11@EEF1A1,e:1915,h:3189,"u:P68104,u:Q5VTE0",EEF1A1,"eukaryotic translation elongation factor 1 alpha 1","gene with protein product"
173,T187638,1715,0.8541,"chr9:100174344..100174474,+",p1@TDRD7,e:23424,h:30831,u:Q8NHU6,TDRD7,"tudor domain containing 7","gene with protein product"
174,T017023,1713,0.8539,"chr11:65430554..65430579,-",p3@RELA,e:5970,h:9955,u:Q04206,RELA,"RELA proto-oncogene, NF-kB subunit","gene with protein product"
175,T057793,1711,0.8525,"chr17:37382066..37382085,-",p4@STAC2,e:342667,h:23990,"u:Q6ZMT1,u:D0IN09",STAC2,"SH3 and cysteine rich domain 2","gene with protein product"
176,T181092,1713,0.8518,"chr8:131455958..131456014,-",p2@ASAP1,e:50807,h:2720,"u:B2RNV3,u:Q9ULH1",ASAP1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1","gene with protein product"
177,T163656,1706,0.8500,"chr6:3068626..3068637,+",p10@RIPK1,e:8737,h:10019,u:Q13546,RIPK1,"receptor interacting serine/threonine kinase 1","gene with protein product"
178,T071848,1702,0.8493,"chr19:19496728..19496813,+",p2@GATAD2A,e:54815,h:29989,u:F5H7D9,GATAD2A,"GATA zinc finger domain containing 2A","gene with protein product"
179,T101127,1704,0.8486,"chr20:43849936..43849947,+",p5@SEMG2,e:6407,h:10743,u:Q02383,SEMG2,"semenogelin II","gene with protein product"
180,T056303,1699,0.8461,"chr17:21188043..21188069,+",p2@MAP2K3,e:5606,h:6843,,MAP2K3,"mitogen-activated protein kinase kinase 3","gene with protein product"
181,T187346,1699,0.8453,"chr8:96146132..96146155,+",p2@PLEKHF2,e:79666,h:20757,u:Q9H8W4,PLEKHF2,"pleckstrin homology and FYVE domain containing 2","gene with protein product"
182,T101070,1700,0.8449,"chr20:43835613..43835622,+","p3@SEMG1,p4@SEMG2","e:6406,e:6407","h:10742,h:10743",u:P04279,SEMG1,"semenogelin I","gene with protein product"
183,T015510,1694,0.8449,"chr11:60719607..60719659,-",p1@SLC15A3,e:51296,h:18068,u:Q8IY34,SLC15A3,"solute carrier family 15 member 3","gene with protein product"
184,T176452,1697,0.8447,"chr7:56032652..56032669,+",p2@GBAS,e:2631,h:4179,u:C9K068,GBAS,"glioblastoma amplified sequence","gene with protein product"
185,T169895,1695,0.8441,"chr7:114562545..114562579,+",p4@MDFIC,e:29969,h:28870,u:C9J104,MDFIC,"MyoD family inhibitor domain containing","gene with protein product"
186,T092778,1700,0.8441,"chr1:26872324..26872362,+",p1@RPS6KA1,e:6195,h:10430,"u:E9PAN7,u:Q15418",RPS6KA1,"ribosomal protein S6 kinase A1","gene with protein product"
187,T139928,1697,0.8434,"chr4:139937075..139937095,+",p5@CCRN4L,e:25819,h:14254,"u:Q9UK39,u:Q8WTX0",NOCT,nocturnin,"gene with protein product"
188,T127926,1689,0.8432,"chr3:119298575..119298644,+",p1@ADPRH,e:141,h:269,u:P54922,ADPRH,"ADP-ribosylarginine hydrolase","gene with protein product"
189,T057792,1693,0.8423,"chr17:37382029..37382048,-",p2@STAC2,e:342667,h:23990,"u:Q6ZMT1,u:D0IN09",STAC2,"SH3 and cysteine rich domain 2","gene with protein product"
190,T069376,1688,0.8415,"chr19:10196981..10197034,+",p1@C19orf66,e:55337,h:25649,u:Q9NUL5,C19orf66,"chromosome 19 open reading frame 66","gene with protein product"
191,T129239,1688,0.8411,"chr3:133292759..133292807,+",p2@CDV3,e:55573,h:26928,,CDV3,"CDV3 homolog","gene with protein product"
192,T064883,1687,0.8401,"chr17:79762037..79762050,+",p2@GCGR,e:2642,h:4192,,GCGR,"glucagon receptor","gene with protein product"
193,T011710,1691,0.8396,"chr11:129939812..129939817,+",p2@APLP2,e:334,h:598,,APLP2,"amyloid beta precursor like protein 2","gene with protein product"
194,T164498,1683,0.8394,"chr6:32632755..32632783,-",p5@HLA-DQB1,e:3119,h:4944,u:Q29969,HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1","gene with protein product"
195,T174077,1685,0.8387,"chr7:24797468..24797477,-",p7@DFNA5,e:1687,h:2810,u:C9JSR4,DFNA5,"DFNA5, deafness associated tumor suppressor","gene with protein product"
196,T159528,1685,0.8383,"chr6:137114069..137114080,-",p15@MAP3K5,e:4217,h:6857,u:Q99683,MAP3K5,"mitogen-activated protein kinase kinase kinase 5","gene with protein product"
197,T015889,1681,0.8380,"chr11:62314268..62314285,-",p1@AHNAK,e:79026,h:347,u:A1A586,AHNAK,"AHNAK nucleoprotein","gene with protein product"
198,T041603,1678,0.8365,"chr14:93673353..93673446,-",p1@C14orf142,e:84520,h:20356,u:Q9BXV9,GON7,"GON7, KEOPS complex subunit homolog","gene with protein product"
199,T169789,1680,0.8342,"chr7:111846435..111846471,-",p1@DOCK4,e:9732,h:19192,u:Q8N1I0,DOCK4,"dedicator of cytokinesis 4","gene with protein product"
200,T184025,1670,0.8329,"chr8:29120604..29120633,-",p2@KIF13B,e:23303,h:14405,"u:E7ERX9,u:F8VPJ2,u:Q9NQT8",KIF13B,"kinesin family member 13B","gene with protein product"
201,T019839,1671,0.8322,"chr11:96075106..96075121,-",p7@MAML2,e:84441,h:16259,u:B7ZL21,MAML2,"mastermind like transcriptional coactivator 2","gene with protein product"
202,T081276,1671,0.8313,"chr1:120190786..120190915,-",p1@ZNF697,e:90874,h:32034,u:Q5TEC3,ZNF697,"zinc finger protein 697","gene with protein product"
203,T114167,1662,0.8281,"chr2:163175133..163175222,-",p1@IFIH1,e:64135,h:18873,u:Q9BYX4,IFIH1,"interferon induced with helicase C domain 1","gene with protein product"
204,T107462,1662,0.8281,"chr22:29196511..29196541,-",p1@XBP1,e:7494,h:12801,u:F8WDI6,XBP1,"X-box binding protein 1","gene with protein product"
205,T185786,1660,0.8279,"chr8:64081118..64081131,+",p2@YTHDF3,e:253943,h:26465,u:Q7Z739,YTHDF3,"YTH N6-methyladenosine RNA binding protein 3","gene with protein product"
206,T093966,1668,0.8278,"chr1:36851490..36851533,-",p1@STK40,e:83931,h:21373,u:Q8N2I9,STK40,"serine/threonine kinase 40","gene with protein product"
207,T188861,1659,0.8262,"chr9:117568311..117568328,-",p1@TNFSF15,e:9966,h:11931,u:O95150,TNFSF15,"tumor necrosis factor superfamily member 15","gene with protein product"
208,T161590,1657,0.8248,"chr6:161412375..161412386,+",p15@MAP3K4,e:4216,h:6856,,MAP3K4,"mitogen-activated protein kinase kinase kinase 4","gene with protein product"
209,T101071,1658,0.8245,"chr20:43835666..43835686,+","p1@SEMG1,p1@SEMG2","e:6406,e:6407","h:10742,h:10743",u:P04279,SEMG1,"semenogelin I","gene with protein product"
210,T186311,1656,0.8243,"chr8:72755345..72755349,-",p14@MSC,e:9242,h:7321,,MSC,musculin,"gene with protein product"
211,T015885,1651,0.8243,"chr11:62313090..62313169,-",p2@AHNAK,e:79026,h:347,"u:E9PKR9,u:E9PJZ0",AHNAK,"AHNAK nucleoprotein","gene with protein product"
212,T183804,1643,0.8199,"chr8:27184320..27184333,+",p10@PTK2B,e:2185,h:9612,u:E5RJ77,PTK2B,"protein tyrosine kinase 2 beta","gene with protein product"
213,T154954,1642,0.8194,"chr5:60140345..60140369,-",p6@ELOVL7,e:79993,h:26292,,ELOVL7,"ELOVL fatty acid elongase 7","gene with protein product"
214,T133267,1644,0.8191,"chr3:194207506..194207622,-",p2@ATP13A3,e:79572,h:24113,u:C9J7Z7,ATP13A3,"ATPase 13A3","gene with protein product"
215,T051656,1638,0.8174,"chr16:46865286..46865347,-",p2@C16orf87,e:388272,h:33754,u:Q6PH81,C16orf87,"chromosome 16 open reading frame 87","gene with protein product"
216,T164724,1639,0.8162,"chr6:33265259..33265285,-",p15@RGL2,e:5863,h:9769,,RGL2,"ral guanine nucleotide dissociation stimulator like 2","gene with protein product"
217,T101128,1633,0.8141,"chr20:43850003..43850017,+",p2@SEMG2,e:6407,h:10743,u:Q02383,SEMG2,"semenogelin II","gene with protein product"
218,T014754,1634,0.8133,"chr11:47574673..47574700,-",p1@CELF1,e:10658,h:2549,,CELF1,"CUGBP Elav-like family member 1","gene with protein product"
219,T177903,1638,0.8129,"chr7:87104963..87105038,-",p1@ABCB4,e:5244,h:45,"u:A4D1D5,u:P21439",ABCB4,"ATP binding cassette subfamily B member 4","gene with protein product"
220,T154072,1624,0.8092,"chr5:40798473..40798496,-",p4@PRKAA1,e:5562,h:9376,,PRKAA1,"protein kinase AMP-activated catalytic subunit alpha 1","gene with protein product"
221,T155881,1626,0.8090,"chr5:76788134..76788148,-",p3@WDR41,e:55255,h:25601,u:B4DT55,WDR41,"WD repeat domain 41","gene with protein product"
222,T043668,1621,0.8085,"chr15:42840537..42840555,+",p3@HAUS2,e:55142,h:25530,u:Q9NVX0,HAUS2,"HAUS augmin like complex subunit 2","gene with protein product"
223,T035543,1624,0.8084,"chr14:103593465..103593476,+",p24@TNFAIP2,e:7127,h:11895,,TNFAIP2,"TNF alpha induced protein 2","gene with protein product"
224,T143138,1622,0.8070,"chr4:25656780..25656793,+",p2@SLC34A2,e:10568,h:11020,u:D6RA94,SLC34A2,"solute carrier family 34 member 2","gene with protein product"
225,T069907,1608,0.8008,"chr19:11689732..11689743,-",p7@ACP5,e:54,h:124,u:P13686,ACP5,"acid phosphatase 5, tartrate resistant","gene with protein product"
226,T098430,1606,0.8002,"chr20:10654639..10654656,-",p1@JAG1,e:182,h:6188,u:P78504,JAG1,"jagged 1","gene with protein product"
227,T143123,1606,0.8002,"chr4:25235625..25235692,+",p1@PI4K2B,e:55300,h:18215,"u:B3KY39,u:Q8TCG2",PI4K2B,"phosphatidylinositol 4-kinase type 2 beta","gene with protein product"
228,T006435,1604,0.7996,"chr10:72576021..72576064,+",p3@SGPL1,e:8879,h:10817,u:O95470,SGPL1,"sphingosine-1-phosphate lyase 1","gene with protein product"
229,T027128,1607,0.7995,"chr12:56732630..56732644,+",p4@IL23A,e:51561,h:15488,u:Q9NPF7,IL23A,"interleukin 23 subunit alpha","gene with protein product"
230,T075894,1604,0.7976,"chr19:47104494..47104549,+",p4@CALM3,e:808,h:1449,"u:B4DJ51,u:P62158,u:Q9BRL5",CALM3,"calmodulin 3","gene with protein product"
231,T195116,1599,0.7947,"chr9:97401782..97401840,-",p1@FBP1,e:2203,h:3606,u:P09467,FBP1,"fructose-bisphosphatase 1","gene with protein product"
232,T148502,1597,0.7941,"chr5:131335139..131335149,-",p10@ACSL6,e:23305,h:16496,,ACSL6,"acyl-CoA synthetase long-chain family member 6","gene with protein product"
233,T111403,1593,0.7941,"chr2:114384837..114384859,+",p1@RABL2A,e:11159,h:9799,"u:E7EWW3,u:F2Z2E5",RABL2A,"RAB, member of RAS oncogene family-like 2A","gene with protein product"
234,T084963,1586,0.7926,"chr1:16302608..16302621,-",p2@ZBTB17,e:7709,h:12936,u:Q13105,ZBTB17,"zinc finger and BTB domain containing 17","gene with protein product"
235,T174286,1589,0.7917,"chr7:2671611..2671658,+",p2@TTYH3,e:80727,h:22222,"u:Q8WYU9,u:Q9C0H2",TTYH3,"tweety family member 3","gene with protein product"
236,T094032,1596,0.7917,"chr1:37940170..37940190,+",p1@ZC3H12A,e:80149,h:26259,,ZC3H12A,"zinc finger CCCH-type containing 12A","gene with protein product"
237,T133626,1590,0.7914,"chr3:197463700..197463805,-",p1@KIAA0226,e:9711,h:28991,"u:Q92622,u:E9PEM3",RUBCN,"RUN and cysteine rich domain containing beclin 1 interacting protein","gene with protein product"
238,T190198,1588,0.7897,"chr9:131710317..131710335,-",p3@DOLK,e:22845,h:23406,u:Q9UPQ8,DOLK,"dolichol kinase","gene with protein product"
239,T191873,1586,0.7894,"chr9:15307143..15307151,-",p5@TTC39B,e:158219,h:23704,u:B4DVQ6,TTC39B,"tetratricopeptide repeat domain 39B","gene with protein product"
240,T030801,1583,0.7883,"chr12:98850946..98850994,-",p1@SLC9A7P1,e:121456,h:32679,,SLC9A7P1,"solute carrier family 9 member 7 pseudogene 1",pseudogene
241,T168356,1577,0.7854,"chr6:90121805..90121858,-",p2@RRAGD,e:58528,h:19903,,RRAGD,"Ras related GTP binding D","gene with protein product"
242,T149327,1578,0.7847,"chr5:137911008..137911019,-",p3@HSPA9,e:3313,h:5244,u:F5H3L8,HSPA9,"heat shock protein family A (Hsp70) member 9","gene with protein product"
243,T013760,1577,0.7846,"chr11:34643148..34643157,+",p16@EHF,e:26298,h:3246,,EHF,"ETS homologous factor","gene with protein product"
244,T015505,1575,0.7840,"chr11:60719213..60719243,-",p6@SLC15A3,e:51296,h:18068,u:Q8IY34,SLC15A3,"solute carrier family 15 member 3","gene with protein product"
245,T183709,1570,0.7819,"chr8:26434877..26434892,+",p12@DPYSL2,e:1808,h:3014,u:Q16555,DPYSL2,"dihydropyrimidinase like 2","gene with protein product"
246,T024284,1571,0.7812,"chr12:26986161..26986173,-",p2@ITPR2,e:3709,h:6181,u:Q14571,ITPR2,"inositol 1,4,5-trisphosphate receptor type 2","gene with protein product"
247,T071146,1560,0.7773,"chr19:17186545..17186556,+",p2@MYO9B,e:4650,h:7609,"u:Q4LE74,u:Q8WVD2,u:B0I1T6,u:Q13459",MYO9B,"myosin IXB","gene with protein product"
248,T045442,1556,0.7753,"chr15:64388166..64388216,+",p1@SNX1,e:6642,h:11172,"u:A6NKH4,u:Q13596",SNX1,"sorting nexin 1","gene with protein product"
249,T008813,1554,0.7747,"chr11:1016420..1016427,-",p21@MUC6,e:4588,h:7517,,MUC6,"mucin 6, oligomeric mucus/gel-forming","gene with protein product"
250,T042058,1555,0.7740,"chr14:99947158..99947161,-",p5@SETD3,e:84193,h:20493,u:C9K0W5,SETD3,"SET domain containing 3","gene with protein product"
251,T094183,1557,0.7739,"chr1:39570994..39571023,+",p9@MACF1,e:23499,h:13664,u:E9PLY5,MACF1,"microtubule-actin crosslinking factor 1","gene with protein product"
252,T078739,1553,0.7738,"chr19:59069928..59069993,-",p2@UBE2M,e:9040,h:12491,u:P61081,UBE2M,"ubiquitin conjugating enzyme E2 M","gene with protein product"
253,T117533,1552,0.7737,"chr2:204399976..204400011,-",p2@RAPH1,e:65059,h:14436,u:C9J164,RAPH1,"Ras association (RalGDS/AF-6) and pleckstrin homology domains 1","gene with protein product"
254,T199810,1548,0.7717,"chrX:46433243..46433275,+",p3@CHST7,e:56548,h:13817,u:Q9NS84,CHST7,"carbohydrate sulfotransferase 7","gene with protein product"
255,T183943,1550,0.7708,"chr8:27947746..27947750,+",p3@ELP3,e:55140,h:20696,,ELP3,"elongator acetyltransferase complex subunit 3","gene with protein product"
256,T051086,1541,0.7690,"chr16:30996578..30996601,+",p3@HSD3B7,e:80270,h:18324,u:Q9H2F3,HSD3B7,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7","gene with protein product"
257,T027129,1532,0.7622,"chr12:56732658..56732675,+",p1@IL23A,e:51561,h:15488,u:Q9NPF7,IL23A,"interleukin 23 subunit alpha","gene with protein product"
258,T033445,1530,0.7620,"chr13:47127322..47127344,+",p3@LRCH1,e:23143,h:20309,u:Q9Y2L9,LRCH1,"leucine rich repeats and calponin homology domain containing 1","gene with protein product"
259,T073657,1529,0.7618,"chr19:3785250..3785292,-",p3@MATK,e:4145,h:6906,u:Q16176,MATK,"megakaryocyte-associated tyrosine kinase","gene with protein product"
260,T044984,1525,0.7606,"chr15:58623617..58623628,-",p8@ALDH1A2,e:8854,h:15472,,ALDH1A2,"aldehyde dehydrogenase 1 family member A2","gene with protein product"
261,T190577,1524,0.7597,"chr9:134406611..134406673,-",p1@UCK1,e:83549,h:14859,"u:Q9HA47,u:G3V170",UCK1,"uridine-cytidine kinase 1","gene with protein product"
262,T167575,1523,0.7588,"chr6:7389694..7389713,+",p3@RIOK1,e:83732,h:18656,u:Q9BRS2,RIOK1,"RIO kinase 1","gene with protein product"
263,T120996,1517,0.7559,"chr2:24163281..24163363,+",p1@UBXN2A,e:165324,h:27265,u:P68543,UBXN2A,"UBX domain protein 2A","gene with protein product"
264,T154955,1517,0.7559,"chr5:60140370..60140388,-",p4@ELOVL7,e:79993,h:26292,,ELOVL7,"ELOVL fatty acid elongase 7","gene with protein product"
265,T069742,1520,0.7558,"chr19:11200194..11200207,+",p5@LDLR,e:3949,h:6547,,LDLR,"low density lipoprotein receptor","gene with protein product"
266,T022474,1514,0.7547,"chr12:123873533..123873553,+",p3@SETD8,e:387893,h:29489,,KMT5A,"lysine methyltransferase 5A","gene with protein product"
267,T033446,1511,0.7540,"chr13:47127361..47127372,+",p7@LRCH1,e:23143,h:20309,u:F8W6F0,LRCH1,"leucine rich repeats and calponin homology domain containing 1","gene with protein product"
268,T143139,1513,0.7539,"chr4:25656920..25656927,+",p8@SLC34A2,e:10568,h:11020,u:D6RA94,SLC34A2,"solute carrier family 34 member 2","gene with protein product"
269,T010292,1512,0.7534,"chr11:117857101..117857121,+",p1@IL10RA,e:3587,h:5964,"u:E9PKU2,u:E9PPU4,u:F5H6S8,u:F5GYV8,u:F5H5Y4,u:Q13651",IL10RA,"interleukin 10 receptor subunit alpha","gene with protein product"
270,T130652,1512,0.7519,"chr3:15374033..15374107,-",p1@SH3BP5,e:9467,h:10827,"u:B3KQW6,u:C9J140,u:O60239",SH3BP5,"SH3 domain binding protein 5","gene with protein product"
271,T196181,1510,0.7512,"chrX:106171274..106171287,+",p3@CLDN2,e:9075,h:2041,u:P57739,CLDN2,"claudin 2","gene with protein product"
272,T152170,1504,0.7505,"chr5:171711082..171711138,-",p2@UBTD2,e:92181,h:24463,u:Q8WUN7,UBTD2,"ubiquitin domain containing 2","gene with protein product"
273,T009159,1510,0.7501,"chr11:10476904..10476915,+",p22@AMPD3,e:272,h:470,,AMPD3,"adenosine monophosphate deaminase 3","gene with protein product"
274,T056302,1503,0.7500,"chr17:21188012..21188031,+",p1@MAP2K3,e:5606,h:6843,"u:E9PMA8,u:E9PRM0",MAP2K3,"mitogen-activated protein kinase kinase 3","gene with protein product"
275,T030538,1503,0.7481,"chr12:95611257..95611365,-",p2@FGD6,e:55785,h:21740,u:F8VWT6,FGD6,"FYVE, RhoGEF and PH domain containing 6","gene with protein product"
276,T055828,1502,0.7473,"chr17:1648250..1648286,+",p3@SERPINF2,e:5345,h:9075,u:P08697,SERPINF2,"serpin family F member 2","gene with protein product"
277,T155748,1504,0.7471,"chr5:75698771..75698784,+",p8@IQGAP2,e:10788,h:6111,u:Q13576,IQGAP2,"IQ motif containing GTPase activating protein 2","gene with protein product"
278,T021468,1500,0.7470,"chr12:115122224..115122233,-",p12@TBX3,e:6926,h:11602,"u:C9JIZ8,u:O15119",TBX3,"T-box 3","gene with protein product"
279,T142651,1495,0.7434,"chr4:187112931..187112974,+",p2@CYP4V2,e:285440,h:23198,,CYP4V2,"cytochrome P450 family 4 subfamily V member 2","gene with protein product"
280,T069908,1490,0.7409,"chr19:11689752..11689799,-",p2@ACP5,e:54,h:124,u:P13686,ACP5,"acid phosphatase 5, tartrate resistant","gene with protein product"
281,T040287,1488,0.7407,"chr14:73924954..73925009,-",p3@NUMB,e:8650,h:8060,"u:G3V4S6,u:G3V3R1",NUMB,"NUMB, endocytic adaptor protein","gene with protein product"
282,T144803,1486,0.7404,"chr4:682834..682844,-",p14@MFSD7,e:84179,h:26177,,MFSD7,"major facilitator superfamily domain containing 7","gene with protein product"
283,T157536,1485,0.7403,"chr6:108279369..108279422,-",p1@SEC63,e:11231,h:21082,u:Q9UGP8,SEC63,"SEC63 homolog, protein translocation regulator","gene with protein product"
284,T171787,1486,0.7393,"chr7:141401951..141401985,-",p1@KIAA1147,e:57189,h:29472,u:A4D1U4,KIAA1147,KIAA1147,"gene with protein product"
285,T137434,1482,0.7384,"chr3:73045937..73046030,+",p1@PPP4R2,e:151987,h:18296,"u:F8WCA1,u:C9IZ04",PPP4R2,"protein phosphatase 4 regulatory subunit 2","gene with protein product"
286,T015192,1482,0.7369,"chr11:576419..576451,+",p2@PHRF1,e:57661,h:24351,u:Q9P1Y6,PHRF1,"PHD and ring finger domains 1","gene with protein product"
287,T086552,1477,0.7363,"chr1:183441554..183441573,+",p6@SMG7,e:9887,h:16792,u:E9PD50,SMG7,"SMG7, nonsense mediated mRNA decay factor","gene with protein product"
