,v1,gene_symbol,v3,group,subgroup,pathway_or_family,full_name,gene_name_synonym(s),type,reaction_EC,Vitisnet_Network1,Vitisnet_Network2
88,VIT_11s0052g00840,AP2-09,Vitvi11g01231,AP2,AP2,AP2/ERF,AP2-like AIL5 (AINTEGUMENTA-like 5),,TF,,vv30008Ethylene_signaling,vv60003AP2_EREBP
89,VIT_09s0002g01370,AP2-10,Vitvi09g00108,AP2,AP2,AP2/ERF,AP2 AINTEGUMENTA,,TF,,vv30008Ethylene_signaling,vv60003AP2_EREBP
90,VIT_13s0019g03550,AP2-11,Vitvi13g00529,AP2,AP2,AP2/ERF,APETALA2 (AP2) floral homeotic protein,,TF,,vv30008Ethylene_signaling,vv30009Flower_development
91,VIT_07s0031g00220,AP2-13,Vitvi07g01706,AP2,AP2,AP2/ERF,APETALA2 (AP2) floral homeotic protein,,TF,,vv30008Ethylene_signaling,vv30009Flower_development
92,VIT_00s1291g00010,AP2-16,Vitvi07g01419,AP2,AP2,AP2/ERF,AP2-like AIL6 (AINTEGUMENTA-like 6),,TF,,vv30008Ethylene_signaling,vv60003AP2_EREBP
93,VIT_18s0001g08610,AP2-19,Vitvi18g00618,AP2,AP2,AP2/ERF,AP2-like AINTEGUMENTA-like,,TF,,vv30008Ethylene_signaling,vv60003AP2_EREBP
94,VIT_18s0001g13460,AP3a,Vitvi18g01044,MADS_AP3,MADS_AP3,MADS-box,putative MADS-box Apetala 3a,,TF,,vv30009Flower_development,vv60042MADS
95,VIT_04s0023g02820,AP3b,Vitvi04g01404,MADS_AP3,MADS_AP3,MADS-box,putative MADS-box Apetala 3b,TM6,TF,,vv30008Ethylene_signaling,vv30009Flower_development
96,VIT_01s0011g03110,AQUILO,Vitvi01g00249,GARP-MYB,GARP-MYB,GARP-MYB,,,TF,,vv60029G2-like,
97,VIT_01s0244g00150,ARF1,Vitvi01g01759,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
98,VIT_11s0016g00640,ARF10,Vitvi11g00043,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
99,VIT_11s0065g00310,ARF11,Vitvi11g00920,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
100,VIT_12s0028g01170,ARF12,Vitvi12g00102,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
101,VIT_12s0035g01800,ARF13,Vitvi12g02122,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
102,VIT_13s0019g04380,ARF14,Vitvi13g02058,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
103,VIT_15s0046g00290,ARF15,Vitvi15g00946,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
104,VIT_17s0000g00320,ARF16,Vitvi17g00036,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
105,VIT_18s0001g04180,ARF17,Vitvi18g00337,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
106,VIT_18s0001g13930,ARF18,Vitvi18g01086,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
107,VIT_18s0089g00910,ARF19,Vitvi18g02390,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
108,VIT_02s0025g01740,ARF2,Vitvi02g00163,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
109,VIT_04s0079g00160,ARF3,Vitvi04g00824,ARF,ARF,ARF,Auxin response factors,,TF,,,
110,VIT_06s0004g02750,ARF4,Vitvi06g00272,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
111,VIT_06s0004g03130,ARF5,Vitvi06g00311,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
112,VIT_07s0104g01230,ARF6,Vitvi07g00238,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
113,VIT_08s0040g01810,ARF7,Vitvi08g01033,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
114,VIT_10s0003g00420,ARF8,Vitvi10g00510,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
115,VIT_10s0003g04100,ARF9,Vitvi10g00854,ARF,ARF,ARF,Auxin response factors,,TF,,vv30003Auxin_signaling,vv60004ARF
116,VIT_17s0000g05860,ATH1,Vitvi17g00563,ABC-transporter,ATH/ABCA,ABC-transporter,ATP-binding cassette (ABC),ABCA2,Transporter,,vv52010ABC_transporters,
117,VIT_17s0000g05850,ATH2,Vitvi17g00561,ABC-transporter,ATH/ABCA,ABC-transporter,ATP-binding cassette (ABC),ABCA3,Transporter,,vv52010ABC_transporters,
118,VIT_18s0041g02240,ATH3,Vitvi18g02153,ABC-transporter,ATH/ABCA,ABC-transporter,ATP-binding cassette (ABC),ABCA4,Transporter,,vv52010ABC_transporters,
119,VIT_08s0007g03180,ATH4,Vitvi08g01448,ABC-transporter,ATH/ABCA,ABC-transporter,ATP-binding cassette (ABC),ABCA5,Transporter,,vv52010ABC_transporters,
120,VIT_06s0004g08350,ATM1,Vitvi06g00831,ABC-transporter,ATM/ABCB,ABC-transporter,ATP-binding cassette (ABC),ABCB20,Transporter,,vv52010ABC_transporters,
121,VIT_01s0010g00540,bHLH001,Vitvi01g01287,bHLH,bHLH,bHLH,,,TF,,vv30005Brassinosteroids_signaling,vv60011BHLH
122,VIT_01s0010g00740,bHLH002,Vitvi01g01316,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
123,VIT_01s0011g02940,bHLH003,Vitvi01g00232,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
124,VIT_01s0026g01140,bHLH004,Vitvi01g00876,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
125,VIT_01s0127g00860,bHLH005,Vitvi01g00746,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
126,VIT_01s0244g00130,bHLH006,Vitvi01g01757,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
127,VIT_02s0012g01450,bHLH008,Vitvi02g00709,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
128,VIT_02s0025g02610,bHLH009,Vitvi02g00231,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
129,VIT_02s0025g03450,bHLH010,Vitvi02g00317,bHLH,bHLH,bHLH,,JAF13?,TF,,vv44110Cell_cycle,vv60011BHLH
130,VIT_03s0038g01790,bHLH011,Vitvi03g00098,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
131,VIT_03s0038g02540,bHLH012,Vitvi03g00157,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
132,VIT_03s0038g04760,bHLH013,Vitvi03g00315,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
133,VIT_03s0063g00170,bHLH014,Vitvi03g00520,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
134,VIT_03s0088g01240,bHLH015,Vitvi03g00791,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
135,VIT_03s0091g00730,bHLH016,Vitvi03g00635,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
136,VIT_04s0023g01930,bHLH017,Vitvi04g01312,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
137,VIT_04s0023g03430,bHLH018,Vitvi04g01463,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
138,VIT_05s0020g02700,bHLH019,Vitvi05g00427,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
139,VIT_05s0020g04620,bHLH020,Vitvi05g00624,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
140,VIT_05s0020g04780,bHLH021,Vitvi05g00640,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
141,VIT_05s0029g00050,bHLH022,Vitvi05g01063,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
142,VIT_05s0029g00390,bHLH023,Vitvi05g01103,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
143,VIT_05s0049g00460,bHLH024,Vitvi05g00711,bHLH,bHLH,bHLH,,,TF,,vv11002Auxin_biosynthesis,vv60011BHLH
144,VIT_05s0124g00240,bHLH025,Vitvi05g01393,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
145,VIT_06s0004g01740,bHLH026,Vitvi06g00181,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
146,VIT_06s0061g00720,bHLH027,Vitvi06g01345,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
147,VIT_07s0005g02510,bHLH028,Vitvi07g02251,bHLH,bHLH,bHLH,,,TF,,vv34710Circadian_rhythm,vv60011BHLH
148,VIT_07s0031g00450,bHLH029,Vitvi07g01729,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
149,VIT_07s0104g00250,bHLH031,Vitvi07g00151,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
150,VIT_07s0141g00220,bHLH032,Vitvi07g00046,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
151,VIT_07s0141g01060,bHLH033,Vitvi07g00002,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
152,VIT_07s0151g00450,bHLH034,Vitvi07g01545,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
153,VIT_07s0191g00240,bHLH035,Vitvi07g01475,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
154,VIT_07s0205g00160,bHLH036,Vitvi07g01532,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
155,VIT_07s0205g00180,bHLH037,Vitvi07g01530,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
156,VIT_07s0205g00190,bHLH038,Vitvi07g01529,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
157,VIT_08s0007g05300,bHLH039,Vitvi08g01649,bHLH,bHLH,bHLH,,,TF,,vv30011Jasmonate_signaling,vv60011BHLH
158,VIT_08s0007g07810,bHLH040,Vitvi08g01852,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
159,VIT_08s0007g07870,bHLH041,Vitvi08g01856,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
160,VIT_08s0040g01240,bHLH042,Vitvi08g00979,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
161,VIT_08s0058g00110,bHLH043,Vitvi08g00719,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
162,VIT_11s0016g00380,bHLH044,Vitvi11g00021,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
163,VIT_11s0016g02070,bHLH045,Vitvi11g00165,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
164,VIT_11s0037g00040,bHLH046,Vitvi11g00680,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
165,VIT_11s0052g00100,bHLH047,Vitvi11g01153,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
166,VIT_12s0028g01110,bHLH048,Vitvi12g00096,bHLH,bHLH,bHLH,,PIF4,TF,,vv34710Circadian_rhythm,vv60011BHLH
167,VIT_12s0028g02350,bHLH049,Vitvi12g00200,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
168,VIT_12s0028g03550,bHLH050,Vitvi12g02307,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
169,VIT_12s0034g02150,bHLH051,Vitvi12g01896,bHLH,bHLH,bHLH,,,TF,,vv30011Jasmonate_signaling,vv60011BHLH
170,VIT_12s0059g02650,bHLH052,Vitvi12g00556,bHLH,bHLH,bHLH,,,TF,,vv11002Auxin_biosynthesis,vv60011BHLH
171,VIT_13s0047g00450,bHLH053,Vitvi13g01164,bHLH,bHLH,bHLH,,,TF,,vv30011Jasmonate_signaling,vv60011BHLH
172,VIT_13s0064g01290,bHLH054,Vitvi13g01764,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
173,VIT_13s0067g01350,bHLH055,Vitvi13g00075,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
174,VIT_13s0073g00400,bHLH056,Vitvi13g01037,bHLH,bHLH,bHLH,,,TF,,vv30011Jasmonate_signaling,vv60011BHLH
175,VIT_14s0006g01470,bHLH057,Vitvi14g00958,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
176,VIT_14s0030g02230,bHLH058,Vitvi14g00477,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
177,VIT_14s0060g00260,bHLH059,Vitvi14g00020,bHLH,bHLH,bHLH,,PIF3,TF,,vv34710Circadian_rhythm,vv60011BHLH
178,VIT_14s0068g01200,bHLH060,Vitvi14g01473,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
179,VIT_14s0068g01580,bHLH061,Vitvi14g01508,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
180,VIT_14s0081g00720,bHLH062,Vitvi14g00562,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
181,VIT_14s0083g00930,bHLH063,Vitvi14g01326,bHLH,bHLH,bHLH,,,TF,,vv30005Brassinosteroids_signaling,vv60011BHLH
182,VIT_14s0128g00110,bHLH064,Vitvi14g00277,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
183,VIT_15s0021g02690,bHLH065,Vitvi15g00642,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
184,VIT_15s0046g00320,bHLH066,Vitvi15g00948,bHLH,bHLH,bHLH,,,TF,,vv30011Jasmonate_signaling,vv34626Plant-pathogen_interaction
185,VIT_15s0048g02510,bHLH067,Vitvi15g00876,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
186,VIT_15s0048g02820,bHLH068,Vitvi15g00906,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
187,VIT_15s0107g00380,bHLH069,Vitvi15g00254,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
188,VIT_16s0022g02240,bHLH070,Vitvi16g00882,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
189,VIT_16s0022g02250,bHLH071,Vitvi16g00883,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
190,VIT_16s0022g02270,bHLH072,Vitvi16g00885,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
191,VIT_16s0050g02500,bHLH073,Vitvi16g01212,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
192,VIT_17s0000g00330,bHLH074,Vitvi17g00037,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
193,VIT_17s0000g00430,bHLH075,Vitvi17g00046,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
194,VIT_17s0000g03550,bHLH076,Vitvi17g00307,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
195,VIT_17s0000g04790,bHLH077,Vitvi17g00442,bHLH,bHLH,bHLH,,,TF,,vv30005Brassinosteroids_signaling,vv60011BHLH
196,VIT_17s0000g05370,bHLH078,Vitvi17g00507,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
197,VIT_17s0000g06930,bHLH079,Vitvi17g00678,bHLH,bHLH,bHLH,,PIF7,TF,,vv60011BHLH,
198,VIT_18s0001g06650,bHLH080,Vitvi18g00463,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
199,VIT_18s0001g07410,bHLH081,Vitvi18g00513,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
200,VIT_18s0001g08040,bHLH082,Vitvi18g00567,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
201,VIT_18s0001g08600,bHLH083,Vitvi18g00617,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
202,VIT_18s0001g09210,bHLH084,Vitvi18g00673,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
203,VIT_18s0001g10270,bHLH085,Vitvi18g00763,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
204,VIT_18s0001g10300,bHLH086,Vitvi18g00766,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
205,VIT_18s0041g00690,bHLH087,Vitvi18g02008,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
206,VIT_19s0014g05100,bHLH088,Vitvi19g00406,bHLH,bHLH,bHLH,,,TF,,vv11002Auxin_biosynthesis,vv60011BHLH
207,VIT_00s0479g00020,bHLH089,Vitvi10g02253,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
208,VIT_00s0532g00050,bHLH090,Vitvi10g02218,bHLH,bHLH,bHLH,,,TF,,vv11002Auxin_biosynthesis,vv60011BHLH
209,VIT_00s0824g00020,bHLH091,Vitvi00g00944,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
210,VIT_00s0927g00010,bHLH092,Vitvi00g01001,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
211,VIT_00s1312g00010,bHLH093,Vitvi07g02613,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
212,VIT_00s1314g00010,bHLH094,Vitvi07g03072,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,
213,VIT_01s0011g03230,bZIP01,Vitvi01g00260,bZIP,bZIP_J,bZIPs,,,TF,,vv30011Jasmonate_signaling,vv60012BZIP
214,VIT_01s0010g00930,bZIP02,Vitvi01g01342,bZIP,bZIP_C,bZIPs,,,TF,,vv60012BZIP,
215,VIT_02s0025g01020,bZIP03,Vitvi02g00089,bZIP,bZIP_D,bZIPs,,,TF,,vv60012BZIP,
216,VIT_02s0012g02250,bZIP04,Vitvi02g00796,bZIP,bZIP_D,bZIPs,,,TF,,vv60012BZIP,
217,VIT_03s0038g00860,bZIP05,Vitvi03g00059,bZIP,bZIP_F,bZIPs,,,TF,,vv60012BZIP,
218,VIT_03s0038g02420,bZIP06,Vitvi03g00146,bZIP,bZIP_I,bZIPs,,,TF,,vv60012BZIP,
219,VIT_03s0038g04450,bZIP07,Vitvi03g00292,bZIP,bZIP_C,bZIPs,,,TF,,vv60012BZIP,
220,VIT_03s0063g00310,bZIP08,Vitvi03g01574,bZIP,bZIP_A,bZIPs,,,TF,,vv30001ABA_signaling,vv60012BZIP
221,VIT_04s0008g02750,bZIP09,Vitvi04g00240,bZIP,bZIP_B,bZIPs,,,TF,,vv60012BZIP,
222,VIT_04s0069g01150,bZIP11,Vitvi04g01992,bZIP,bZIP_A,bZIPs,,,TF,,vv30001ABA_signaling,vv60012BZIP
223,VIT_04s0023g01360,bZIP12,Vitvi04g02098,bZIP,bZIP_D,bZIPs,,,TF,,vv50110Protein_coat,vv60012BZIP
224,VIT_04s0023g02430,bZIP13,Vitvi04g01363,bZIP,bZIP_C,bZIPs,,,TF,,vv60012BZIP,
225,VIT_05s0077g01140,bZIP14,Vitvi05g00108,bZIP,bZIP_C,bZIPs,,,TF,,vv60012BZIP,
226,VIT_05s0102g01120,bZIP16,Vitvi05g01537,bZIP,bZIP_F,bZIPs,,,TF,,vv60012BZIP,
227,VIT_06s0004g08070,bZIP17,Vitvi06g00800,bZIP,bZIP_F,bZIPs,,,TF,,vv60012BZIP,
228,VIT_06s0009g01790,bZIP18,Vitvi06g01073,bZIP,bZIP_A,bZIPs,,,TF,,vv30001ABA_signaling,vv60012BZIP
229,VIT_06s0080g00340,bZIP19,Vitvi06g01478,bZIP,bZIP_A,bZIPs,,,TF,,vv30001ABA_signaling,vv60012BZIP
230,VIT_06s0080g00360,bZIP20,Vitvi06g01480,bZIP,bZIP_J,bZIPs,,,TF,,vv60012BZIP,
231,VIT_07s0141g00170,bZIP21,Vitvi07g00049,bZIP,bZIP_B,bZIPs,,,TF,,vv60012BZIP,
232,VIT_07s0005g01450,bZIP22,Vitvi07g00413,bZIP,bZIP_C,bZIPs,,,TF,,vv60012BZIP,
233,VIT_07s0031g01320,bZIP23,Vitvi07g01807,bZIP,bZIP_J,bZIPs,,,TF,,vv30011Jasmonate_signaling,vv60012BZIP
234,VIT_08s0040g00870,bZIP24,Vitvi08g00950,bZIP,bZIP_H,bZIPs,,,TF,,vv60012BZIP,
235,VIT_08s0007g03420,bZIP25,Vitvi08g01470,bZIP,bZIP_A,bZIPs,,,TF,,vv30001ABA_signaling,vv60012BZIP
236,VIT_08s0007g03640,bZIP26,Vitvi08g02272,bZIP,bZIP_UC,bZIPs,,,TF,,vv60012BZIP,
237,VIT_08s0007g05170,bZIP27,Vitvi08g01638,bZIP,bZIP_J,bZIPs,,,TF,,vv30011Jasmonate_signaling,vv60012BZIP
238,VIT_08s0007g06160,bZIP28,Vitvi08g01710,bZIP,bZIP_J,bZIPs,,,TF,,vv60012BZIP,
239,VIT_12s0028g02590,bZIP29,Vitvi12g00226,bZIP,bZIP_E,bZIPs,,,TF,,vv60012BZIP,
240,VIT_12s0055g00420,bZIP30,Vitvi12g01667,bZIP,bZIP_A,bZIPs,,,TF,,vv60012BZIP,
241,VIT_12s0034g00110,bZIP31,Vitvi12g02596,bZIP,bZIP_A,bZIPs,,,TF,,vv30001ABA_signaling,vv60012BZIP
242,VIT_12s0035g00620,bZIP32,Vitvi12g01996,bZIP,bZIP_E,bZIPs,,,TF,,vv60012BZIP,
243,VIT_13s0067g02900,bZIP33,Vitvi13g00171,bZIP,bZIP_F,bZIPs,,,TF,,vv60012BZIP,
244,VIT_13s0175g00120,bZIP34,Vitvi13g01083,bZIP,bZIP_A,bZIPs,,,TF,,vv30001ABA_signaling,vv60012BZIP
245,VIT_13s0084g00660,bZIP35,Vitvi13g01350,bZIP,bZIP_J,bZIPs,,,TF,,vv30011Jasmonate_signaling,vv60012BZIP
246,VIT_13s0158g00380,bZIP36,Vitvi13g01609,bZIP,bZIP_I,bZIPs,,,TF,,vv60012BZIP,
247,VIT_14s0060g01210,bZIP37,Vitvi14g00094,bZIP,bZIP_C,bZIPs,,,TF,,vv60012BZIP,
248,VIT_14s0030g02200,bZIP38,Vitvi14g00473,bZIP,bZIP_B,bZIPs,,,TF,,vv60012BZIP,
249,VIT_14s0083g00700,bZIP39,Vitvi14g01302,bZIP,bZIP_C,bZIPs,,,TF,,vv60012BZIP,
250,VIT_15s0046g01440,bZIP40,Vitvi15g01027,bZIP,bZIP_D,bZIPs,,,TF,,vv60012BZIP,
251,VIT_18s0122g00500,bZIP41,Vitvi18g00036,bZIP,bZIP_UC,bZIPs,,,TF,,vv60012BZIP,
252,VIT_18s0001g04470,bZIP42,Vitvi18g00346,bZIP,bZIP_J,bZIPs,,,TF,,vv30011Jasmonate_signaling,vv60012BZIP
253,VIT_18s0001g04500,bZIP43,Vitvi18g00347,bZIP,bZIP_A,bZIPs,,,TF,,vv60012BZIP,
254,VIT_18s0001g08710,bZIP44,Vitvi18g00628,bZIP,bZIP_C,bZIPs,,,TF,,vv60012BZIP,
255,VIT_18s0001g10450,bZIP45,Vitvi18g00784,bZIP,bZIP_A,bZIPs,,ABF2,TF,,vv30001ABA_signaling,vv60012BZIP
256,VIT_18s0001g12120,bZIP46,Vitvi18g00930,bZIP,bZIP_D,bZIPs,,,TF,,vv50110Protein_coat,vv60012BZIP
257,VIT_18s0001g13040,bZIP47,Vitvi18g01005,bZIP,bZIP_C,bZIPs,,,TF,,vv60012BZIP,
258,VIT_18s0001g13740,bZIP48,Vitvi18g01068,bZIP,bZIP_F,bZIPs,,,TF,,vv60012BZIP,
259,VIT_18s0001g14890,bZIP49,Vitvi18g01165,bZIP,bZIP_A,bZIPs,,,TF,,vv30001ABA_signaling,vv60012BZIP
260,VIT_18s0076g00330,bZIP50,Vitvi18g01305,bZIP,bZIP_F,bZIPs,,,TF,,vv60012BZIP,
261,VIT_18s0072g00470,bZIP51,Vitvi18g02978,bZIP,bZIP_A,bZIPs,,,TF,,vv60012BZIP,
262,VIT_19s0014g01780,bZIP52,Vitvi19g00147,bZIP,bZIP_E,bZIPs,,,TF,,vv60012BZIP,
263,VIT_19s0015g01020,bZIP53,Vitvi19g02076,bZIP,bZIP_A,bZIPs,,,TF,,vv30001ABA_signaling,vv60012BZIP
264,VIT_18s0001g03010,bZIP54,Vitvi18g01928,bZIP,bZIP_E,bZIPs,,,TF,,vv60012BZIP,
265,VIT_00s0541g00020,bZIP55,Vitvi07g01552,bZIP,bZIP_C,bZIPs,,,TF,,vv60012BZIP,
266,VIT_08s0040g00780,C3'H,Vitvi08g00940,C3'H,C3'H,Lignin Pathway,p-coumaroyl shikimate 3’-hydroxylase,,Enzyme,1.14.14.96,vv10940Phenylpropanoid_biosynthesis,
267,VIT_06s0004g08150,C4H1,Vitvi06g00803,C4H,C4H,Phenylpropanoid Pathway (Early),C4H (Cinnamate 4-Hydroxylase); trans-cinnamate 4-monooxygenase; cinnamic acid 4-hydroxylase; cytochrome P450 cinnamate 4-hydroxylase,,Enzyme,1.14.14.91,vv10360Phenylalanine_metabolism,vv10940Phenylpropanoid_biosynthesis
268,VIT_11s0065g00350,C4H2,Vitvi11g00924,C4H,C4H,Phenylpropanoid Pathway (Early),C4H (Cinnamate 4-Hydroxylase); trans-cinnamate 4-monooxygenase; cinnamic acid 4-hydroxylase; cytochrome P450 cinnamate 4-hydroxylase,,Enzyme,1.14.14.91,vv10360Phenylalanine_metabolism,vv10940Phenylpropanoid_biosynthesis
269,VIT_11s0078g00290,C4H3,Vitvi11g01045,C4H,C4H,Phenylpropanoid Pathway (Early),C4H (Cinnamate 4-Hydroxylase); trans-cinnamate 4-monooxygenase; cinnamic acid 4-hydroxylase; cytochrome P450 cinnamate 4-hydroxylase,,Enzyme,1.14.14.91,vv10360Phenylalanine_metabolism,vv10940Phenylpropanoid_biosynthesis
270,VIT_13s0067g00620,CAD1,Vitvi13g01298,CAD,CAD,Lignin Pathway,Cinnamyl Alcohol Dehydrogenase,,Enzyme,1.1.1.195,vv10940Phenylpropanoid_biosynthesis,
271,VIT_13s0067g00560,CAD10,Vitvi13g01302,CAD,CAD,Lignin Pathway,Cinnamyl Alcohol Dehydrogenase,,Enzyme,1.1.1.195,vv10940Phenylpropanoid_biosynthesis,
272,VIT_13s0047g00760,CAD11,Vitvi13g01189,CAD,CAD,Lignin Pathway,Cinnamyl Alcohol Dehydrogenase,,Enzyme,1.1.1.195,vv10940Phenylpropanoid_biosynthesis,
273,VIT_03s0110g00350,CAD12,Vitvi03g00954,CAD,CAD,Lignin Pathway,Cinnamyl Alcohol Dehydrogenase,,Enzyme,1.1.1.195,vv10940Phenylpropanoid_biosynthesis,
274,VIT_13s0067g00680,CAD13,Vitvi13g01294,CAD,CAD,Lignin Pathway,Cinnamyl Alcohol Dehydrogenase,,Enzyme,1.1.1.195,vv10940Phenylpropanoid_biosynthesis,
275,VIT_06s0004g02370,CAD14,Vitvi06g00233,CAD,CAD,Lignin Pathway,Cinnamyl Alcohol Dehydrogenase,,Enzyme,1.1.1.195,vv10940Phenylpropanoid_biosynthesis,
276,VIT_02s0025g03100,CAD15,Vitvi02g00283,CAD,CAD,Lignin Pathway,Cinnamyl Alcohol Dehydrogenase,,Enzyme,1.1.1.195,vv10940Phenylpropanoid_biosynthesis,
277,VIT_03s0180g00250,CAD16,Vitvi03g00561,CAD,CAD,Lignin Pathway,Cinnamyl Alcohol Dehydrogenase,,Enzyme,1.1.1.195,vv10940Phenylpropanoid_biosynthesis,
278,VIT_13s0064g00270,CAD17,Vitvi13g01660,CAD,CAD,Lignin Pathway,Cinnamyl Alcohol Dehydrogenase,,Enzyme,1.1.1.195,vv10940Phenylpropanoid_biosynthesis,
279,VIT_00s0615g00020,CAD18,Vitvi07g03084,CAD,CAD,Lignin Pathway,Cinnamyl Alcohol Dehydrogenase,,Enzyme,1.1.1.195,vv10940Phenylpropanoid_biosynthesis,
