Hs-MFSD2A,2000,1000,T094283-MFSD2A,"p1@MFSD2A"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
211,T015885,1651,0.8243,p2@AHNAK,79026,347,"E9PKR9,E9PJZ0",AHNAK,"AHNAK nucleoprotein","gene with protein product"
212,T183804,1643,0.8199,p10@PTK2B,2185,9612,E5RJ77,PTK2B,"protein tyrosine kinase 2 beta","gene with protein product"
213,T154954,1642,0.8194,p6@ELOVL7,79993,26292,,ELOVL7,"ELOVL fatty acid elongase 7","gene with protein product"
214,T133267,1644,0.8191,p2@ATP13A3,79572,24113,C9J7Z7,ATP13A3,"ATPase 13A3","gene with protein product"
215,T051656,1638,0.8174,p2@C16orf87,388272,33754,Q6PH81,C16orf87,"chromosome 16 open reading frame 87","gene with protein product"
216,T164724,1639,0.8162,p15@RGL2,5863,9769,,RGL2,"ral guanine nucleotide dissociation stimulator like 2","gene with protein product"
217,T101128,1633,0.8141,p2@SEMG2,6407,10743,Q02383,SEMG2,"semenogelin II","gene with protein product"
218,T014754,1634,0.8133,p1@CELF1,10658,2549,,CELF1,"CUGBP Elav-like family member 1","gene with protein product"
219,T177903,1638,0.8129,p1@ABCB4,5244,45,"A4D1D5,P21439",ABCB4,"ATP binding cassette subfamily B member 4","gene with protein product"
220,T154072,1624,0.8092,p4@PRKAA1,5562,9376,,PRKAA1,"protein kinase AMP-activated catalytic subunit alpha 1","gene with protein product"
221,T155881,1626,0.8090,p3@WDR41,55255,25601,B4DT55,WDR41,"WD repeat domain 41","gene with protein product"
222,T043668,1621,0.8085,p3@HAUS2,55142,25530,Q9NVX0,HAUS2,"HAUS augmin like complex subunit 2","gene with protein product"
223,T035543,1624,0.8084,p24@TNFAIP2,7127,11895,,TNFAIP2,"TNF alpha induced protein 2","gene with protein product"
224,T143138,1622,0.8070,p2@SLC34A2,10568,11020,D6RA94,SLC34A2,"solute carrier family 34 member 2","gene with protein product"
225,T069907,1608,0.8008,p7@ACP5,54,124,P13686,ACP5,"acid phosphatase 5, tartrate resistant","gene with protein product"
226,T098430,1606,0.8002,p1@JAG1,182,6188,P78504,JAG1,"jagged 1","gene with protein product"
227,T143123,1606,0.8002,p1@PI4K2B,55300,18215,"B3KY39,Q8TCG2",PI4K2B,"phosphatidylinositol 4-kinase type 2 beta","gene with protein product"
228,T006435,1604,0.7996,p3@SGPL1,8879,10817,O95470,SGPL1,"sphingosine-1-phosphate lyase 1","gene with protein product"
229,T027128,1607,0.7995,p4@IL23A,51561,15488,Q9NPF7,IL23A,"interleukin 23 subunit alpha","gene with protein product"
230,T075894,1604,0.7976,p4@CALM3,808,1449,"B4DJ51,P62158,Q9BRL5",CALM3,"calmodulin 3","gene with protein product"
231,T195116,1599,0.7947,p1@FBP1,2203,3606,P09467,FBP1,"fructose-bisphosphatase 1","gene with protein product"
232,T148502,1597,0.7941,p10@ACSL6,23305,16496,,ACSL6,"acyl-CoA synthetase long-chain family member 6","gene with protein product"
233,T111403,1593,0.7941,p1@RABL2A,11159,9799,"E7EWW3,F2Z2E5",RABL2A,"RAB, member of RAS oncogene family-like 2A","gene with protein product"
234,T084963,1586,0.7926,p2@ZBTB17,7709,12936,Q13105,ZBTB17,"zinc finger and BTB domain containing 17","gene with protein product"
235,T174286,1589,0.7917,p2@TTYH3,80727,22222,"Q8WYU9,Q9C0H2",TTYH3,"tweety family member 3","gene with protein product"
236,T094032,1596,0.7917,p1@ZC3H12A,80149,26259,,ZC3H12A,"zinc finger CCCH-type containing 12A","gene with protein product"
237,T133626,1590,0.7914,p1@KIAA0226,9711,28991,"Q92622,E9PEM3",RUBCN,"RUN and cysteine rich domain containing beclin 1 interacting protein","gene with protein product"
238,T190198,1588,0.7897,p3@DOLK,22845,23406,Q9UPQ8,DOLK,"dolichol kinase","gene with protein product"
239,T191873,1586,0.7894,p5@TTC39B,158219,23704,B4DVQ6,TTC39B,"tetratricopeptide repeat domain 39B","gene with protein product"
240,T030801,1583,0.7883,p1@SLC9A7P1,121456,32679,,SLC9A7P1,"solute carrier family 9 member 7 pseudogene 1",pseudogene
241,T168356,1577,0.7854,p2@RRAGD,58528,19903,,RRAGD,"Ras related GTP binding D","gene with protein product"
242,T149327,1578,0.7847,p3@HSPA9,3313,5244,F5H3L8,HSPA9,"heat shock protein family A (Hsp70) member 9","gene with protein product"
243,T013760,1577,0.7846,p16@EHF,26298,3246,,EHF,"ETS homologous factor","gene with protein product"
244,T015505,1575,0.7840,p6@SLC15A3,51296,18068,Q8IY34,SLC15A3,"solute carrier family 15 member 3","gene with protein product"
245,T183709,1570,0.7819,p12@DPYSL2,1808,3014,Q16555,DPYSL2,"dihydropyrimidinase like 2","gene with protein product"
246,T024284,1571,0.7812,p2@ITPR2,3709,6181,Q14571,ITPR2,"inositol 1,4,5-trisphosphate receptor type 2","gene with protein product"
247,T071146,1560,0.7773,p2@MYO9B,4650,7609,"Q4LE74,Q8WVD2,B0I1T6,Q13459",MYO9B,"myosin IXB","gene with protein product"
248,T045442,1556,0.7753,p1@SNX1,6642,11172,"A6NKH4,Q13596",SNX1,"sorting nexin 1","gene with protein product"
249,T008813,1554,0.7747,p21@MUC6,4588,7517,,MUC6,"mucin 6, oligomeric mucus/gel-forming","gene with protein product"
250,T042058,1555,0.7740,p5@SETD3,84193,20493,C9K0W5,SETD3,"SET domain containing 3","gene with protein product"
251,T094183,1557,0.7739,p9@MACF1,23499,13664,E9PLY5,MACF1,"microtubule-actin crosslinking factor 1","gene with protein product"
252,T078739,1553,0.7738,p2@UBE2M,9040,12491,P61081,UBE2M,"ubiquitin conjugating enzyme E2 M","gene with protein product"
253,T117533,1552,0.7737,p2@RAPH1,65059,14436,C9J164,RAPH1,"Ras association (RalGDS/AF-6) and pleckstrin homology domains 1","gene with protein product"
254,T199810,1548,0.7717,p3@CHST7,56548,13817,Q9NS84,CHST7,"carbohydrate sulfotransferase 7","gene with protein product"
255,T183943,1550,0.7708,p3@ELP3,55140,20696,,ELP3,"elongator acetyltransferase complex subunit 3","gene with protein product"
256,T051086,1541,0.7690,p3@HSD3B7,80270,18324,Q9H2F3,HSD3B7,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7","gene with protein product"
257,T027129,1532,0.7622,p1@IL23A,51561,15488,Q9NPF7,IL23A,"interleukin 23 subunit alpha","gene with protein product"
258,T033445,1530,0.7620,p3@LRCH1,23143,20309,Q9Y2L9,LRCH1,"leucine rich repeats and calponin homology domain containing 1","gene with protein product"
259,T073657,1529,0.7618,p3@MATK,4145,6906,Q16176,MATK,"megakaryocyte-associated tyrosine kinase","gene with protein product"
260,T044984,1525,0.7606,p8@ALDH1A2,8854,15472,,ALDH1A2,"aldehyde dehydrogenase 1 family member A2","gene with protein product"
261,T190577,1524,0.7597,p1@UCK1,83549,14859,"Q9HA47,G3V170",UCK1,"uridine-cytidine kinase 1","gene with protein product"
262,T167575,1523,0.7588,p3@RIOK1,83732,18656,Q9BRS2,RIOK1,"RIO kinase 1","gene with protein product"
263,T120996,1517,0.7559,p1@UBXN2A,165324,27265,P68543,UBXN2A,"UBX domain protein 2A","gene with protein product"
264,T154955,1517,0.7559,p4@ELOVL7,79993,26292,,ELOVL7,"ELOVL fatty acid elongase 7","gene with protein product"
265,T069742,1520,0.7558,p5@LDLR,3949,6547,,LDLR,"low density lipoprotein receptor","gene with protein product"
266,T022474,1514,0.7547,p3@SETD8,387893,29489,,KMT5A,"lysine methyltransferase 5A","gene with protein product"
267,T033446,1511,0.7540,p7@LRCH1,23143,20309,F8W6F0,LRCH1,"leucine rich repeats and calponin homology domain containing 1","gene with protein product"
268,T143139,1513,0.7539,p8@SLC34A2,10568,11020,D6RA94,SLC34A2,"solute carrier family 34 member 2","gene with protein product"
269,T010292,1512,0.7534,p1@IL10RA,3587,5964,"E9PKU2,E9PPU4,F5H6S8,F5GYV8,F5H5Y4,Q13651",IL10RA,"interleukin 10 receptor subunit alpha","gene with protein product"
270,T130652,1512,0.7519,p1@SH3BP5,9467,10827,"B3KQW6,C9J140,O60239",SH3BP5,"SH3 domain binding protein 5","gene with protein product"
271,T196181,1510,0.7512,p3@CLDN2,9075,2041,P57739,CLDN2,"claudin 2","gene with protein product"
272,T152170,1504,0.7505,p2@UBTD2,92181,24463,Q8WUN7,UBTD2,"ubiquitin domain containing 2","gene with protein product"
273,T009159,1510,0.7501,p22@AMPD3,272,470,,AMPD3,"adenosine monophosphate deaminase 3","gene with protein product"
274,T056302,1503,0.7500,p1@MAP2K3,5606,6843,"E9PMA8,E9PRM0",MAP2K3,"mitogen-activated protein kinase kinase 3","gene with protein product"
275,T030538,1503,0.7481,p2@FGD6,55785,21740,F8VWT6,FGD6,"FYVE, RhoGEF and PH domain containing 6","gene with protein product"
276,T055828,1502,0.7473,p3@SERPINF2,5345,9075,P08697,SERPINF2,"serpin family F member 2","gene with protein product"
277,T155748,1504,0.7471,p8@IQGAP2,10788,6111,Q13576,IQGAP2,"IQ motif containing GTPase activating protein 2","gene with protein product"
278,T021468,1500,0.7470,p12@TBX3,6926,11602,"C9JIZ8,O15119",TBX3,"T-box 3","gene with protein product"
279,T142651,1495,0.7434,p2@CYP4V2,285440,23198,,CYP4V2,"cytochrome P450 family 4 subfamily V member 2","gene with protein product"
280,T069908,1490,0.7409,p2@ACP5,54,124,P13686,ACP5,"acid phosphatase 5, tartrate resistant","gene with protein product"
281,T040287,1488,0.7407,p3@NUMB,8650,8060,"G3V4S6,G3V3R1",NUMB,"NUMB, endocytic adaptor protein","gene with protein product"
282,T144803,1486,0.7404,p14@MFSD7,84179,26177,,MFSD7,"major facilitator superfamily domain containing 7","gene with protein product"
283,T157536,1485,0.7403,p1@SEC63,11231,21082,Q9UGP8,SEC63,"SEC63 homolog, protein translocation regulator","gene with protein product"
284,T171787,1486,0.7393,p1@KIAA1147,57189,29472,A4D1U4,KIAA1147,KIAA1147,"gene with protein product"
285,T137434,1482,0.7384,p1@PPP4R2,151987,18296,"F8WCA1,C9IZ04",PPP4R2,"protein phosphatase 4 regulatory subunit 2","gene with protein product"
286,T015192,1482,0.7369,p2@PHRF1,57661,24351,Q9P1Y6,PHRF1,"PHD and ring finger domains 1","gene with protein product"
287,T086552,1477,0.7363,p6@SMG7,9887,16792,E9PD50,SMG7,"SMG7, nonsense mediated mRNA decay factor","gene with protein product"
288,T018542,1477,0.7352,p1@PPFIBP2,8495,9250,B3KM46,PPFIBP2,"PPFIA binding protein 2","gene with protein product"
289,T008819,1473,0.7336,p13@MUC6,4588,7517,,MUC6,"mucin 6, oligomeric mucus/gel-forming","gene with protein product"
290,T077919,1473,0.7332,p4@LILRA3,"100653070,11026",6604,Q8N6C8,LILRA3,"leukocyte immunoglobulin like receptor A3","gene with protein product"
291,T156134,1470,0.7317,p6@ZFYVE16,9765,20756,Q7Z3T8,ZFYVE16,"zinc finger FYVE-type containing 16","gene with protein product"
292,T126359,1470,0.7317,p2@CIAO1,9391,14280,,CIAO1,"cytosolic iron-sulfur assembly component 1","gene with protein product"
293,T147646,1469,0.7312,p7@SLC12A7,10723,10915,Q9Y666,SLC12A7,"solute carrier family 12 member 7","gene with protein product"
294,T111735,1466,0.7301,p5@RALB,5899,9840,P11234,RALB,"RAS like proto-oncogene B","gene with protein product"
295,T155203,1467,0.7299,p1@NSUN2,54888,25994,B4DQW2,NSUN2,"NOP2/Sun RNA methyltransferase family member 2","gene with protein product"
296,T156044,1466,0.7297,p4@HOMER1,9456,17512,Q86YM7,HOMER1,"homer scaffolding protein 1","gene with protein product"
297,T003793,1463,0.7271,p3@MASTL,84930,19042,Q96GX5,MASTL,"microtubule associated serine/threonine kinase like","gene with protein product"
298,T080976,1458,0.7265,p5@SDF4,51150,24188,"Q9BRK5,G3V1E2",SDF4,"stromal cell derived factor 4","gene with protein product"
299,T037937,1455,0.7264,p1@NFKBIA,4792,7797,"P25963,G3V3I4",NFKBIA,"NFKB inhibitor alpha","gene with protein product"
300,T132324,1457,0.7260,p1@DVL3,1857,3087,Q92997,DVL3,"dishevelled segment polarity protein 3","gene with protein product"
301,T048542,1457,0.7252,p1@NUBP1,4682,8041,P53384,NUBP1,"nucleotide binding protein 1","gene with protein product"
302,T179227,1454,0.7252,p1@ZNF706,51123,24992,Q9Y5V0,ZNF706,"zinc finger protein 706","gene with protein product"
303,T006467,1447,0.7224,p1@CDH23,"100653137,64072",13733,"F6U049,G3XCN8,E7ESV7,E9PEX1,E7ESV5,E7EVB0,Q6P152,Q9H251,Q8N5B3,A5D6V9,Q5QGS6",CDH23,"cadherin related 23","gene with protein product"
304,T008906,1445,0.7218,p20@MUC6,4588,7517,,MUC6,"mucin 6, oligomeric mucus/gel-forming","gene with protein product"
305,T097907,1447,0.7199,p1@SPSB1,80176,30628,Q96BD6,SPSB1,"splA/ryanodine receptor domain and SOCS box containing 1","gene with protein product"
306,T048013,1444,0.7181,p2@SLCO3A1,28232,10952,Q9UIG8,SLCO3A1,"solute carrier organic anion transporter family member 3A1","gene with protein product"
307,T198302,1440,0.7175,p2@RENBP,5973,9959,A6NKZ2,RENBP,"renin binding protein","gene with protein product"
308,T015506,1440,0.7175,p26@SLC15A3,51296,18068,Q8IY34,SLC15A3,"solute carrier family 15 member 3","gene with protein product"
309,T105762,1428,0.7129,p3@CSTB,1476,2482,P04080,CSTB,"cystatin B","gene with protein product"
310,T135163,1430,0.7125,p5@CCRL2,9034,1612,"B2R8C0,O00421",CCRL2,"C-C motif chemokine receptor like 2","gene with protein product"
311,T045441,1423,0.7097,p2@SNX1,6642,11172,A6NKH4,SNX1,"sorting nexin 1","gene with protein product"
312,T002736,1425,0.7097,p2@PAOX,196743,20837,,PAOX,"polyamine oxidase","gene with protein product"
313,T137987,1421,0.7091,p3@ST3GAL6,10402,18080,"F8W6U0,F2Z2F4,C9J9Y4",ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6","gene with protein product"
314,T050360,1423,0.7080,p1@APOBR,55911,24087,"C9J815,Q0VD83",APOBR,"apolipoprotein B receptor","gene with protein product"
315,T150673,1414,0.7052,p2@CD74,972,1697,,CD74,"CD74 molecule","gene with protein product"
316,T107510,1413,0.7047,p1@AP1B1,162,554,"F8WDL0,Q10567,Q86X54",AP1B1,"adaptor related protein complex 1 beta 1 subunit","gene with protein product"
317,T103308,1412,0.7039,p2@SLC17A9,63910,16192,,SLC17A9,"solute carrier family 17 member 9","gene with protein product"
318,T008810,1404,0.6999,p29@MUC6,4588,7517,,MUC6,"mucin 6, oligomeric mucus/gel-forming","gene with protein product"
319,T008814,1402,0.6986,p24@MUC6,4588,7517,,MUC6,"mucin 6, oligomeric mucus/gel-forming","gene with protein product"
320,T188482,1402,0.6968,p25@LPAR1,1902,3166,,LPAR1,"lysophosphatidic acid receptor 1","gene with protein product"
321,T111421,1398,0.6959,p4@ACTR3,10096,170,B4DTI0,ACTR3,"ARP3 actin related protein 3 homolog","gene with protein product"
322,T078924,1398,0.6952,p1@TNFSF9,8744,11939,P41273,TNFSF9,"tumor necrosis factor superfamily member 9","gene with protein product"
323,T127017,1401,0.6949,p2@ALCAM,214,400,"B4DTU0,Q13740,B3KNN9,Q6PEY4",ALCAM,"activated leukocyte cell adhesion molecule","gene with protein product"
324,T169919,1390,0.6929,p6@TFEC,22797,11754,,TFEC,"transcription factor EC","gene with protein product"
325,T148981,1390,0.6929,p6@H2AFY,9555,4740,,H2AFY,"H2A histone family member Y","gene with protein product"
326,T128181,1387,0.6907,p1@KPNA1,3836,6394,"P52294,C9JYI4,C9J352,C9JWD9,F2Z3G4",KPNA1,"karyopherin subunit alpha 1","gene with protein product"
327,T033444,1386,0.6902,p1@LRCH1,23143,20309,"B7ZLL5,Q17R43,Q9Y2L9",LRCH1,"leucine rich repeats and calponin homology domain containing 1","gene with protein product"
328,T121126,1383,0.6891,p3@SEPT2,4735,7729,"Q15019,C9J2Q4",SEPT2,"septin 2","gene with protein product"
329,T075437,1382,0.6882,p8@APOC2,344,609,P02655,APOC2,"apolipoprotein C2","gene with protein product"
330,T041591,1382,0.6879,p1@ITPK1,3705,6177,"F8W8Y9,Q13572",ITPK1,"inositol-tetrakisphosphate 1-kinase","gene with protein product"
331,T138234,1378,0.6866,p1@SLC2A9,56606,13446,Q9NRM0,SLC2A9,"solute carrier family 2 member 9","gene with protein product"
332,T008807,1373,0.6838,p18@MUC6,4588,7517,,MUC6,"mucin 6, oligomeric mucus/gel-forming","gene with protein product"
333,T020300,1371,0.6821,p1@HSP90B1,7184,12028,"E9PEX3,F8VPC7,P14625,Q96GW1",HSP90B1,"heat shock protein 90 beta family member 1","gene with protein product"
334,T155322,1368,0.6816,p1@SLC30A5,64924,19089,"Q9BVY8,D6REM2",SLC30A5,"solute carrier family 30 member 5","gene with protein product"
335,T121851,1366,0.6803,p10@FOSL2,2355,3798,Q9H5M2,FOSL2,"FOS like 2, AP-1 transcription factor subunit","gene with protein product"
336,T119890,1363,0.6781,p2@TRIP12,9320,12306,C9JLD7,TRIP12,"thyroid hormone receptor interactor 12","gene with protein product"
337,T139927,1360,0.6780,p2@CCRN4L,25819,14254,"Q9UK39,Q8WTX0",NOCT,nocturnin,"gene with protein product"
338,T000270,1356,0.6763,p5@SFXN3,81855,16087,Q9BWM7,SFXN3,"sideroflexin 3","gene with protein product"
339,T174756,1355,0.6755,p7@ZNRF2,223082,22316,,ZNRF2,"zinc and ring finger 2","gene with protein product"
340,T008818,1354,0.6743,p16@MUC6,4588,7517,,MUC6,"mucin 6, oligomeric mucus/gel-forming","gene with protein product"
341,T198890,1350,0.6730,p1@RPS6KA3,6197,10432,P51812,RPS6KA3,"ribosomal protein S6 kinase A3","gene with protein product"
342,T014151,1353,0.6718,p5@RHOG,391,672,"P84095,Q6ICQ8",RHOG,"ras homolog family member G","gene with protein product"
343,T075184,1349,0.6715,p2@KCNN4,3783,6293,O15554,KCNN4,"potassium calcium-activated channel subfamily N member 4","gene with protein product"
344,T116244,1347,0.6708,p3@ZC3H15,55854,29528,"F8WB26,B4DMW2,Q8WU90",ZC3H15,"zinc finger CCCH-type containing 15","gene with protein product"
345,T171786,1342,0.6700,p2@KIAA1147,57189,29472,A4D1U4,KIAA1147,KIAA1147,"gene with protein product"
346,T030592,1345,0.6695,p1@AMDHD1,144193,28577,"Q96NU7,B3KVC5",AMDHD1,"amidohydrolase domain containing 1","gene with protein product"
347,T126534,1340,0.6690,p1@COX5B,1329,2269,"P10606,Q53YB7",COX5B,"cytochrome c oxidase subunit 5B","gene with protein product"
348,T008821,1340,0.6680,p7@MUC6,4588,7517,Q6W4X9,MUC6,"mucin 6, oligomeric mucus/gel-forming","gene with protein product"
349,T100233,1342,0.6677,p2@EPB41L1,2036,3378,"Q4VXN1,B7Z653,Q4VXN5",EPB41L1,"erythrocyte membrane protein band 4.1 like 1","gene with protein product"
350,T087069,1338,0.6670,p1@ALDH4A1,8659,406,"P30038,E9PF68,C9JTC4,D2D4A3",ALDH4A1,"aldehyde dehydrogenase 4 family member A1","gene with protein product"
351,T169579,1337,0.6668,p2@SLC26A3,1811,3018,,SLC26A3,"solute carrier family 26 member 3","gene with protein product"
352,T075432,1337,0.6655,p2@APOC2,344,609,P02655,APOC2,"apolipoprotein C2","gene with protein product"
353,T008805,1333,0.6638,p17@MUC6,4588,7517,,MUC6,"mucin 6, oligomeric mucus/gel-forming","gene with protein product"
354,T107196,1331,0.6635,"p2@GGT1,p2@GGT2","2678,728441","4250,4251","P19440,E7ERN9,E7ETR7,C9JIY6,E9PHP2,E7ETJ6,E7ETN1",GGT1,"gamma-glutamyltransferase 1","gene with protein product"
355,T006259,1332,0.6627,p2@VPS26A,9559,12711,"O75436,A8MZ56",VPS26A,"VPS26, retromer complex component A","gene with protein product"
356,T137173,1331,0.6615,p1@MITF,4286,7105,O75030,MITF,"melanogenesis associated transcription factor","gene with protein product"
357,T122894,1326,0.6607,p1@HAAO,23498,4796,"P46952,C9IY88",HAAO,"3-hydroxyanthranilate 3,4-dioxygenase","gene with protein product"
358,T058958,1329,0.6602,p1@TMEM106A,113277,28288,"Q96A25,B7Z779,B7Z698,A8K2X2",TMEM106A,"transmembrane protein 106A","gene with protein product"
359,T008822,1322,0.6590,p10@MUC6,4588,7517,Q6W4X9,MUC6,"mucin 6, oligomeric mucus/gel-forming","gene with protein product"
360,T027130,1321,0.6582,p2@IL23A,51561,15488,Q9NPF7,IL23A,"interleukin 23 subunit alpha","gene with protein product"
361,T039013,1323,0.6576,p1@NAA30,122830,19844,G3V3I2,NAA30,"N(alpha)-acetyltransferase 30, NatC catalytic subunit","gene with protein product"
362,T059859,1316,0.6567,p8@CXCL16,58191,16642,Q9H2A7,CXCL16,"C-X-C motif chemokine ligand 16","gene with protein product"
363,T001584,1312,0.6537,p7@EMX2,2018,3341,"Q04743,G3V305",EMX2,"empty spiracles homeobox 2","gene with protein product"
364,T035554,1313,0.6529,p15@TNFAIP2,7127,11895,,TNFAIP2,"TNF alpha induced protein 2","gene with protein product"
365,T162339,1311,0.6526,p17@DEK,7913,2768,D6R9L5,DEK,"DEK proto-oncogene","gene with protein product"
366,T023203,1312,0.6521,p3@P2RX2,22953,15459,Q9UBL9,P2RX2,"purinergic receptor P2X 2","gene with protein product"
